sku,fetch_date,price,carat,cut,color,clarity,depth,tableth,girdle,symmetry,polish,culet,fluorescence,length,width,height,lnwdthratio,shape,pricePerCarat,certLab,certPresent
LD02654869,10/07/2012,7167,1.02,Good,D,VVS1,71.1,58,Slightly Thick to Thick,Very Good,Excellent,None,Strong,6.89,4.84,3.44,1.42,EC,7026,GIA,"false"
LD02728906,11/08/2012,617,0.32,Ideal,I,VVS2,61.5,56,Medium to Slightly Thick,Excellent,Excellent,None,Faint,4.4,4.42,2.71,1,RD,1928,GIA,"true"
LD02720112,07/08/2012,3232,0.8,Very Good,H,SI1,64.2,57,Slightly Thick to Thick,Excellent,Excellent,None,None,5.85,5.81,3.75,1.01,RD,4040,GIA,"true"
LD02734699,19/08/2012,763,0.31,Ideal,E,VVS1,61.8,56,Medium to Slightly Thick,Excellent,Excellent,None,None,4.37,4.38,2.71,1,RD,2461,GIA,"true"
LD02672815,10/07/2012,3345,0.64,Ideal,E,VVS2,61.2,58,Thin to Medium,Excellent,Excellent,None,None,5.56,5.51,3.39,1.01,RD,5227,GIA,"true"
LD02665690,04/07/2012,20109,2.01,Very Good,J,VVS2,63.1,55,Medium to Slightly Thick,Very Good,Excellent,None,None,8.07,8.03,5.08,1,RD,10004,GIA,"true"
LD02689123,18/07/2012,9135,1.53,Very Good,F,SI2,72.8,71,Thick to Thick,Very Good,Very Good,None,None,6.33,6.23,4.54,1.02,PR,5971,GIA,"true"
LD02693646,21/07/2012,1156,0.41,Ideal,E,VS1,62.5,56,Medium to Medium,Excellent,Excellent,Pointed,None,4.76,4.74,2.97,1,RD,2820,GIA,"true"
LD02717919,05/08/2012,4953,1.06,Very Good,I,SI1,64.1,60,Slightly Thick to Thick,Excellent,Excellent,None,Strong,6.37,6.4,4.09,1,RD,4673,GIA,"true"
LD02706844,31/07/2012,6491,1,Very Good,F,SI1,63.5,58,Medium to Thick,Very Good,Very Good,None,None,6.31,6.28,4,1,RD,6491,GIA,"true"
LD02675402,11/07/2012,2256,0.5,Very Good,E,VVS2,62.7,58,Medium to Slightly Thick,Very Good,Very Good,None,Medium,5.07,5.05,3.17,1,RD,4512,GIA,"true"
LD02736237,16/08/2012,3567,0.8,Ideal,H,VS2,62.3,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.95,5.92,3.69,1.01,RD,4459,GIA,"true"
LD02680305,17/07/2012,7506,1.12,Ideal,F,SI2,60.1,62,Medium to Slightly Thick,Excellent,Excellent,None,None,6.75,6.72,4.05,1,RD,6702,GIA,"true"
LD02748696,24/08/2012,3424,0.7,Very Good,G,VVS1,61.2,59,Slightly Thick to Thick,Very Good,Good,None,None,5.71,5.64,3.47,1.01,RD,4891,GIA,"true"
LD02732032,14/08/2012,1378,0.5,Ideal,G,SI1,62.3,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.08,5.06,3.16,1,RD,2756,GIA,"true"
LD02727234,14/08/2012,539,0.31,Ideal,D,SI1,61.8,56,Medium to Slightly Thick,Excellent,Very Good,None,None,4.37,4.34,2.69,1.01,RD,1739,GIA,"true"
LD02639320,06/07/2012,1409,0.44,Signature Ideal,E,VVS2,61.6,55,Thin to Slightly Thick,Excellent,Excellent,None,None,4.93,4.9,3.03,1.01,RD,3202,GIA,"true"
LD02744445,22/08/2012,8450,1.09,Ideal,H,SI1,60.4,61,Medium to Slightly Thick,Excellent,Excellent,None,Very Strong,6.66,6.68,4.03,1,RD,7752,GIA,"true"
LD02694178,20/07/2012,2140,0.6,Ideal,G,VS2,62,58,Medium to Slightly Thick,Excellent,Excellent,None,None,5.4,5.37,3.34,1.01,RD,3567,GIA,"true"
LD02747678,24/08/2012,5801,0.91,Very Good,G,VVS2,60.7,59,Very Thin to Medium,Very Good,Excellent,None,Medium,6.24,6.31,3.81,1.01,RD,6375,GIA,"true"
LD02743433,22/08/2012,529,0.33,Ideal,D,SI2,62.4,56,Medium to Slightly Thick,Excellent,Excellent,None,Faint,4.44,4.42,2.77,1,RD,1603,GIA,"true"
LD02712036,02/08/2012,3144,0.9,Very Good,I,VS2,65,59,Thick to Extremely Thick,Good,Very Good,None,None,7.82,5.3,3.45,1.48,PS,3493,GIA,"true"
LD02672937,11/07/2012,1364,0.6,Good,F,VVS1,71.8,69,Thick to Very Thick,Very Good,Excellent,None,None,5.51,4.13,2.97,1.33,EC,2273,GIA,"true"
LD02670413,07/07/2012,2472,0.7,Very Good,G,SI1,62.7,58,Slightly Thick to Thick,Very Good,Excellent,None,Faint,5.65,5.6,3.53,1.01,RD,3531,GIA,"true"
LD02707788,31/07/2012,760,0.4,Ideal,F,SI1,61.8,57,Medium to Medium,Excellent,Excellent,None,None,4.74,4.73,2.93,1,RD,1900,GIA,"true"
LD02743761,23/08/2012,9167,1.01,Ideal,F,VS1,60.7,59,Thin to Medium,Excellent,Excellent,None,None,6.49,6.52,3.95,1,RD,9076,GIA,"true"
LD02682285,14/07/2012,1456,0.61,Very Good,J,VS2,61.8,56,Thin to Medium,Very Good,Good,None,None,5.42,5.45,3.36,1.01,RD,2387,GIA,"true"
LD02693581,20/07/2012,2892,0.61,Ideal,E,VS1,61.9,59,Medium to Slightly Thick,Excellent,Excellent,Pointed,None,5.43,5.41,3.36,1,RD,4741,GIA,"true"
LD02742753,22/08/2012,2113,0.5,Very Good,F,VS1,63.1,58,Thin to Medium,Excellent,Excellent,None,None,5.05,5.03,3.18,1,RD,4226,GIA,"true"
LD02695262,21/07/2012,553,0.33,Ideal,H,VS1,61.9,57,Thin to Slightly Thick,Excellent,Very Good,None,None,4.49,4.45,2.77,1.01,RD,1676,GIA,"true"
LD02688692,18/07/2012,1332,0.41,Ideal,F,IF,62,59,Slightly Thick to Slightly Thick,Excellent,Excellent,Pointed,None,4.75,4.73,2.94,1,RD,3249,GIA,"true"
LD02729788,11/08/2012,1169,0.5,Very Good,F,SI2,64.1,54,Slightly Thick to Thick,Excellent,Very Good,None,Medium,4.99,4.99,3.2,1,RD,2338,GIA,"true"
LD02669498,07/07/2012,1554,0.5,Very Good,H,VS1,64,56,Thick to Thick,Excellent,Excellent,None,None,4.96,4.98,3.18,1,RD,3108,GIA,"true"
LD02718085,07/08/2012,14285,1.2,Ideal,F,VVS1,62.3,58,Medium to Slightly Thick,Excellent,Excellent,None,None,6.77,6.8,4.23,1,RD,11904,GIA,"true"
LD02752322,26/08/2012,460,0.3,Ideal,E,SI1,60.4,59,Medium to Slightly Thick,Excellent,Very Good,None,None,4.36,4.34,2.63,1,RD,1533,GIA,"true"
LD02763985,31/08/2012,1513,0.5,Good,E,VS2,66.5,55,Thick to Very Thick,Very Good,Excellent,None,None,4.92,4.9,3.26,1,RD,3026,GIA,"true"
LD02749184,24/08/2012,9186,1.01,Ideal,H,VVS2,60.9,60,Medium to Slightly Thick,Excellent,Excellent,None,None,6.43,6.45,3.92,1,RD,9095,GIA,"true"
LD02737423,18/08/2012,629,0.3,Ideal,E,VVS2,61.4,57,Thin to Medium,Very Good,Excellent,None,None,4.3,4.32,2.65,1,RD,2097,GIA,"true"
LD02614666,03/07/2012,2577,0.7,Ideal,J,VVS1,62.6,56,Slightly Thick to Slightly Thick,Very Good,Very Good,None,Medium Blue,5.66,5.68,3.55,1,RD,3681,GIA,"true"
LD02653360,01/07/2012,2976,0.6,Ideal,E,VS1,62.2,58,Medium to Slightly Thick,Excellent,Excellent,None,None,5.4,5.38,3.36,1,RD,4960,GIA,"true"
LD02688566,22/08/2012,8733,1,Ideal,H,VVS1,62.1,59,Medium to Slightly Thick,Excellent,Excellent,Pointed,None,6.4,6.38,3.97,1,RD,8733,GIA,"true"
LD02639634,01/07/2012,735,0.3,Very Good,E,VVS1,62.8,57,Medium to Slightly Thick,Very Good,Excellent,Pointed,None,4.28,4.23,2.67,1.01,RD,2450,GIA,"true"
LD02765521,31/08/2012,4935,1.03,Ideal,J,VS2,61.8,58,Medium to Medium,Excellent,Excellent,None,Strong Blue,6.48,6.46,4,1,RD,4791,GIA,"true"
LD02695719,21/07/2012,3897,0.62,Ideal,E,IF,61.2,61,Medium to Slightly Thick,Excellent,Excellent,None,None,5.51,5.47,3.36,1.01,RD,6285,GIA,"true"
LD02742613,22/08/2012,1888,0.7,Very Good,J,VS1,64.3,58,Thin to Medium,Excellent,Excellent,None,Faint,5.55,5.54,3.57,1,RD,2697,GIA,"true"
LD02737731,18/08/2012,521,0.3,Fair,E,VVS2,66.6,54,Slightly Thick to Thick,Good,Excellent,None,None,4.12,4.15,2.76,1.01,RD,1737,GIA,"true"
LD02671356,08/07/2012,727,0.32,Ideal,E,VVS2,62.5,56,Medium to Slightly Thick,Very Good,Excellent,None,None,4.41,4.39,2.75,1,RD,2272,GIA,"true"
LD02742874,22/08/2012,2194,0.51,Ideal,D,VS1,61.9,56,Thin to Medium,Very Good,Very Good,None,None,5.16,5.13,3.19,1.01,RD,4302,GIA,"true"
LD02655694,02/07/2012,2154,0.5,Ideal,F,VS1,61.7,58,Medium to Medium,Excellent,Very Good,None,None,5.1,5.08,3.14,1,RD,4308,GIA,"true"
LD02644323,10/07/2012,1094,0.41,Ideal,D,VS1,61.6,57,Medium to Slightly Thick,Excellent,Very Good,None,Very Strong,4.77,4.79,2.94,1,RD,2668,GIA,"true"
LD02768013,01/09/2012,7385,1.2,Very Good,F,VS2,73,73,Thick to Thick,Excellent,Excellent,None,Very Strong Blue,5.93,5.7,4.16,1.04,PR,6154,GIA,"true"
LD02705496,28/07/2012,470,0.31,Ideal,I,VS2,60.5,58,Thin to Medium,Excellent,Excellent,None,None,4.41,4.39,2.66,1,RD,1516,GIA,"true"
LD02720438,07/08/2012,5168,0.76,Ideal,E,IF,60.1,58,Medium to Slightly Thick,Very Good,Very Good,Very Small,None,5.91,5.98,3.57,1.01,RD,6800,GIA,"true"
LD02645354,10/07/2012,1244,0.4,Ideal,E,VVS1,62.7,57,Medium to Slightly Thick,Very Good,Excellent,None,None,4.69,4.71,2.95,1,RD,3110,GIA,"true"
LD02661538,01/07/2012,538,0.31,Ideal,F,SI1,62.2,56,Medium to Medium,Excellent,Excellent,None,None,4.33,4.31,2.69,1,RD,1735,GIA,"true"
LD02751961,25/08/2012,7348,1,Good,F,VS1,63.3,56,Medium to Very Thick,Very Good,Very Good,None,None,6.3,6.28,3.98,1,RD,7348,GIA,"true"
LD02664636,03/07/2012,10427,1.01,Ideal,G,VVS1,61.9,57,Medium to Medium,Very Good,Very Good,None,Medium Blue,6.43,6.47,3.99,1.01,RD,10324,GIA,"true"
LD02701281,26/07/2012,7674,1.14,Ideal,F,VS2,62.3,57,Medium to Medium,Excellent,Excellent,None,Strong,6.68,6.7,4.17,1,RD,6732,GIA,"true"
LD02712372,03/08/2012,7436,1.2,Ideal,F,SI2,62.2,58,Medium to Slightly Thick,Very Good,Excellent,None,Faint,6.77,6.76,4.21,1,RD,6197,GIA,"true"
LD02656425,07/07/2012,712,0.34,Ideal,E,VS1,62.2,56,Medium to Slightly Thick,Excellent,Very Good,None,Medium,4.45,4.47,2.77,1,RD,2094,GIA,"true"
LD02768008,01/09/2012,4846,1,Very Good,I,VS2,74.1,70,Slightly Thick to Very Thick,Very Good,Very Good,None,None,5.48,5.34,3.96,1.03,PR,4846,GIA,"true"
LD02611231,04/08/2012,2476,0.7,Good,G,SI1,63.2,58,Thick to Thick,Very Good,Excellent,None,None,5.56,5.53,3.5,1.01,RD,3537,GIA,"true"
LD02735744,16/08/2012,464,0.3,Very Good,D,SI1,60,60,Thin to Medium,Very Good,Excellent,None,Faint,4.36,4.39,2.62,1.01,RD,1547,GIA,"true"
LD02761647,29/08/2012,5338,0.81,Ideal,D,VS2,62.3,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.95,5.93,3.7,1,RD,6590,GIA,"true"
LD02725971,10/08/2012,677,0.33,Ideal,I,VVS1,61.3,57,Medium to Slightly Thick,Excellent,Excellent,None,None,4.45,4.48,2.74,1.01,RD,2052,GIA,"true"
LD02728698,11/08/2012,640,0.3,Ideal,G,VS1,62.4,54,Medium to Medium,Excellent,Excellent,None,None,4.28,4.3,2.68,1,RD,2133,GIA,"true"
LD02760053,28/08/2012,6732,1,Very Good,F,SI1,61.1,60,Slightly Thick to Thick,Excellent,Excellent,None,None,6.37,6.41,3.9,1.01,RD,6732,GIA,"true"
LD02721591,08/08/2012,594,0.3,Very Good,E,VS1,62.7,58,Very Thin to Slightly Thick,Very Good,Excellent,None,None,4.3,4.26,2.68,1.01,RD,1980,GIA,"true"
LD02722252,08/08/2012,913,0.5,Ideal,J,SI1,62.5,56,Medium to Slightly Thick,Excellent,Excellent,None,Strong,5.07,5.11,3.18,1.01,RD,1826,GIA,"true"
LD02675990,11/07/2012,634,0.3,Very Good,E,VS1,62.8,59,Slightly Thick to Thick,Very Good,Very Good,None,None,4.21,4.25,2.66,1.01,RD,2113,GIA,"false"
LD02749742,24/08/2012,833,0.45,Very Good,H,VS1,72,73,Slightly Thick to Thick,Very Good,Excellent,None,None,4.2,4.14,2.98,1.01,PR,1851,GIA,"true"
LD02661644,01/07/2012,2426,0.7,Very Good,I,VS2,64.3,56,Slightly Thick to Thick,Excellent,Excellent,None,Medium,5.56,5.53,3.57,1.01,RD,3466,GIA,"true"
LD02698641,24/07/2012,23608,2.05,Very Good,F,VS1,69.8,75,Slightly Thick to Thick,Excellent,Excellent,None,None,7.11,6.89,4.81,1.03,PR,11516,GIA,"true"
LD02670947,08/07/2012,1925,0.5,Very Good,D,VS2,63.9,56,Slightly Thick to Thick,Excellent,Very Good,None,None,5.01,4.97,3.19,1.01,RD,3850,GIA,"true"
LD02764404,30/08/2012,3182,0.8,Very Good,G,SI1,61.1,62,Medium to Thick,Very Good,Very Good,None,None,5.94,5.93,3.63,1,RD,3978,GIA,"true"
LD02752654,27/08/2012,1742,0.6,Very Good,F,SI1,63.9,53,Slightly Thick to Thick,Very Good,Excellent,None,None,5.34,5.32,3.4,1,RD,2903,GIA,"true"
LD02661319,01/07/2012,868,0.34,Ideal,D,VS1,61.8,56,Medium to Slightly Thick,Excellent,Excellent,None,None,4.48,4.47,2.77,1,RD,2553,GIA,"true"
LD02750065,24/08/2012,5259,1,Fair,E,VVS2,73.8,76,Slightly Thick to Very Thick,Very Good,Very Good,Pointed,None,6.3,4.87,3.59,1.29,EC,5259,GIA,"true"
LD02675200,11/07/2012,1745,0.55,Very Good,E,SI1,62.2,58,Slightly Thick to Slightly Thick,Very Good,Very Good,None,None,5.25,5.21,3.26,1.01,RD,3173,GIA,"true"
LD02695617,21/07/2012,2322,0.5,Ideal,F,VS1,62.8,54,Medium to Slightly Thick,Excellent,Excellent,None,Faint,5.06,5.09,3.19,1.01,RD,4644,GIA,"true"
LD02737938,18/08/2012,2475,0.76,Very Good,G,SI2,64.2,57,Slightly Thick to Thick,Excellent,Very Good,None,None,5.72,5.69,3.66,1.01,RD,3257,GIA,"true"
LD02676116,11/07/2012,589,0.3,Very Good,D,VS2,63,59,Slightly Thick to Thick,Very Good,Good,None,Medium,4.22,4.24,2.67,1,RD,1963,GIA,"false"
LD02714677,03/08/2012,2310,0.51,Ideal,F,VVS2,62.1,57,Thin to Slightly Thick,Excellent,Excellent,None,None,5.16,5.12,3.19,1.01,RD,4529,GIA,"true"
LD02737606,18/08/2012,1937,0.5,Ideal,G,VVS1,62.2,56,Medium to Slightly Thick,Excellent,Excellent,None,Strong,5.07,5.09,3.16,1,RD,3874,GIA,"true"
LD02697913,19/08/2012,6035,1.02,Ideal,I,VS1,62.6,57,Medium to Slightly Thick,Excellent,Excellent,None,Medium,6.41,6.46,4.03,1.01,RD,5917,GIA,"true"
LD02738550,18/08/2012,3308,1.01,Very Good,G,SI2,67.8,62,Very Thick to Extremely Thick,Excellent,Very Good,None,None,6.75,4.59,3.11,1.47,EC,3275,GIA,"true"
LD02667698,06/07/2012,3661,0.8,Very Good,F,SI1,63.4,56,Slightly Thick to Thick,Very Good,Excellent,None,None,5.86,5.83,3.7,1.01,RD,4576,GIA,"true"
LD02764429,30/08/2012,747,0.35,Ideal,G,IF,61.1,58,Medium to Slightly Thick,Excellent,Very Good,None,None,4.56,4.53,2.77,1.01,RD,2134,GIA,"true"
LD02704898,28/07/2012,2094,0.7,Good,E,SI2,65.3,55,Thick to Very Thick,Very Good,Excellent,None,None,5.52,5.48,3.59,1.01,RD,2991,GIA,"true"
LD02744612,31/08/2012,3446,0.8,Ideal,E,SI2,60.8,59,Medium to Slightly Thick,Excellent,Excellent,None,None,5.99,6.02,3.65,1.01,RD,4308,GIA,"true"
LD02748820,24/08/2012,2964,0.8,Very Good,F,SI2,64.4,56,Slightly Thick to Thick,Very Good,Excellent,None,None,5.85,5.81,3.76,1.01,RD,3705,GIA,"true"
LD02667664,06/07/2012,624,0.27,Ideal,D,VS2,61.3,57,Medium to Medium,Excellent,Excellent,None,Faint,4.18,4.16,2.56,1,RD,2311,GIA,"true"
LD02752576,29/08/2012,43159,1.55,Ideal,D,IF,61.9,58,Medium to Slightly Thick,Excellent,Excellent,None,None,7.43,7.45,4.6,1,RD,27845,GIA,"false"
LD02639887,01/07/2012,657,0.3,Ideal,E,VVS2,62.4,58,Medium to Slightly Thick,Excellent,Excellent,Pointed,Medium,4.31,4.28,2.68,1.01,RD,2190,GIA,"true"
LD02729282,11/08/2012,12505,1.12,Ideal,F,VVS1,62,58,Medium to Slightly Thick,Very Good,Excellent,None,Faint,6.67,6.65,4.13,1,RD,11165,GIA,"true"
LD02704815,28/07/2012,2107,0.5,Very Good,D,VVS2,64.1,57,Slightly Thick to Thick,Excellent,Excellent,None,None,5,4.98,3.2,1,RD,4214,GIA,"true"
LD02688115,18/07/2012,3057,0.7,Ideal,F,VS1,62.6,56,Medium to Slightly Thick,Excellent,Very Good,None,Strong Blue,5.66,5.7,3.55,1.01,RD,4367,GIA,"true"
LD02630040,10/07/2012,1863,0.63,Ideal,G,SI1,62.2,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.49,5.47,3.41,1,RD,2957,GIA,"true"
LD02729724,11/08/2012,2307,0.5,Ideal,D,VS2,61.8,58,Medium to Slightly Thick,Very Good,Excellent,None,None,5.07,5.06,3.13,1,RD,4614,GIA,"true"
LD02728205,10/08/2012,3263,1,Very Good,J,VS2,69.5,62,Very Thick to Extremely Thick,Very Good,Very Good,None,None,7.04,4.64,3.23,1.52,EC,3263,GIA,"true"
LD02731157,14/08/2012,640,0.3,Ideal,G,VS1,62.2,55,Medium to Slightly Thick,Excellent,Excellent,None,None,4.28,4.31,2.67,1.01,RD,2133,GIA,"true"
LD02734632,18/08/2012,1744,0.58,Ideal,I,VVS2,62.3,58,Medium to Slightly Thick,Excellent,Excellent,None,None,5.31,5.35,3.32,1.01,RD,3007,GIA,"true"
LD02752897,27/08/2012,1260,0.5,Ideal,I,VS2,61.8,55,Medium to Slightly Thick,Very Good,Excellent,None,None,5.12,5.09,3.15,1.01,RD,2520,GIA,"true"
LD02760686,28/08/2012,2550,0.63,Ideal,D,SI1,62.6,56,Medium to Slightly Thick,Excellent,Excellent,None,None,5.48,5.45,3.42,1.01,RD,4048,GIA,"true"
LD02703069,27/07/2012,70448,3.02,Good,H,IF,57.6,65,Very Thin to Slightly Thick,Good,Good,Small,None,9.56,9.67,5.54,1.01,RD,23327,GIA,"true"
LD02666700,05/07/2012,1945,0.53,Ideal,D,SI1,61.7,57,Medium to Medium,Excellent,Excellent,None,Medium,5.21,5.19,3.21,1,RD,3670,GIA,"true"
LD02750047,24/08/2012,11481,1.6,Ideal,I,VS2,62.4,58,Medium to Medium,Excellent,Excellent,Pointed,Faint,7.44,7.48,4.66,1.01,RD,7176,GIA,"true"
LD02698589,24/07/2012,3338,1.01,Good,J,VVS2,69.1,62,Slightly Thick to Very Thick,Very Good,Excellent,None,None,5.77,5.49,3.79,1.05,CU,3305,GIA,"true"
LD02724175,09/08/2012,488,0.37,Good,E,SI1,69.3,64,Medium to Very Thick,Good,Excellent,None,None,4.39,4.08,2.83,1.08,CU,1319,GIA,"true"
LD02768263,02/09/2012,7188,0.8,Ideal,D,VVS1,62,58,Medium to Slightly Thick,Excellent,Excellent,None,None,5.94,5.97,3.69,1.01,RD,8985,GIA,"true"
LD02682052,15/07/2012,10276,1.78,Ideal,J,SI1,61.1,62,Medium to Slightly Thick,Excellent,Excellent,Pointed,Faint,7.82,7.78,4.77,1.01,RD,5773,GIA,"true"
LD02740215,20/08/2012,31012,2.03,Ideal,F,VS2,61.2,60,Medium to Slightly Thick,Excellent,Excellent,None,None,8.15,8.1,4.98,1.01,RD,15277,GIA,"true"
LD02658749,30/06/2012,729,0.31,Ideal,F,VVS2,62.6,57,Medium to Slightly Thick,Excellent,Excellent,None,None,4.3,4.33,2.7,1.01,RD,2352,GIA,"true"
LD02671765,08/07/2012,1670,0.5,Ideal,H,VS1,62.1,58,Medium to Slightly Thick,Excellent,Excellent,None,Faint,5.09,5.06,3.15,1.01,RD,3340,GIA,"true"
LD02666387,05/07/2012,893,0.35,Ideal,D,VS1,59.5,60,Medium to Medium,Excellent,Excellent,None,None,4.6,4.59,2.73,1,RD,2551,GIA,"true"
LD02720224,07/08/2012,3366,0.7,Very Good,E,VS2,64.6,55,Medium to Thick,Very Good,Excellent,None,None,5.6,5.54,3.6,1.01,RD,4809,GIA,"true"
LD02707433,31/07/2012,446,0.25,Very Good,H,VS2,62.4,58,Thin to Thick,Good,Very Good,None,None,4.02,4.06,2.52,1.01,RD,1784,GIA,"true"
LD02707738,31/07/2012,5129,1.1,Fair,E,SI1,72.8,60,Thick to Extremely Thick,Very Good,Very Good,None,None,6.42,5.37,3.91,1.2,CU,4663,GIA,"true"
LD02714722,10/08/2012,1183,0.51,Very Good,F,VS2,58.8,64,Medium to Thick,Very Good,Very Good,None,None,7.08,4.55,2.68,1.56,PS,2320,GIA,"true"
LD02730093,11/08/2012,561,0.35,Very Good,F,VS2,71.1,73,Medium to Slightly Thick,Good,Excellent,None,None,3.98,3.89,2.77,1.02,PR,1603,GIA,"true"
LD02672891,11/07/2012,3628,1,Good,H,VS1,65.6,54,Very Thick to Extremely Thick,Very Good,Very Good,None,Medium,10.98,4.72,3.1,2.33,MQ,3628,GIA,"true"
LD02699375,22/08/2012,846,0.33,Ideal,E,VVS1,63.1,56,Slightly Thick to Slightly Thick,Very Good,Very Good,Pointed,None,4.43,4.4,2.79,1.01,RD,2564,GIA,"true"
LD02699170,25/07/2012,4533,0.9,Ideal,G,SI1,62.6,56,Thin to Medium,Very Good,Excellent,None,None,6.15,6.17,3.86,1,RD,5037,GIA,"true"
LD02727109,10/08/2012,2921,0.6,Ideal,G,VVS1,62.8,58,Medium to Slightly Thick,Excellent,Excellent,None,None,5.37,5.33,3.36,1.01,RD,4868,GIA,"true"
LD02732719,14/08/2012,5032,1.2,Very Good,I,SI1,57.9,61,Thin to Very Thick,Very Good,Excellent,None,None,9.07,6.2,3.59,1.46,PS,4193,GIA,"true"
LD02690963,18/07/2012,2167,0.72,Very Good,G,SI1,65.6,62,Thick to Very Thick,Very Good,Excellent,None,Faint,5.5,4.76,3.12,1.16,CU,3010,GIA,"true"
LD02702077,27/07/2012,3238,0.71,Ideal,E,VS2,60.4,61,Medium to Slightly Thick,Very Good,Very Good,None,Medium,5.75,5.76,3.48,1,RD,4561,GIA,"true"
LD02730043,11/08/2012,15136,1.42,Ideal,G,VS2,61.6,56,Medium to Medium,Excellent,Excellent,None,None,7.23,7.2,4.45,1,RD,10659,GIA,"true"
LD02670820,08/07/2012,659,0.34,Ideal,D,SI1,59.8,60,Medium to Slightly Thick,Excellent,Excellent,None,None,4.55,4.54,2.72,1,RD,1938,GIA,"true"
LD02726973,10/08/2012,1405,0.51,Ideal,J,VVS2,59.5,61,Medium to Medium,Excellent,Excellent,None,None,5.2,5.19,3.09,1,RD,2755,GIA,"true"
LD02742346,22/08/2012,2410,0.55,Ideal,H,VVS1,62.2,55,Thin to Medium,Excellent,Very Good,None,None,5.27,5.25,3.27,1,RD,4382,GIA,"true"
LD02658295,07/07/2012,2233,0.5,Very Good,D,VS2,64.5,56,Very Thin to Thick,Very Good,Excellent,None,None,4.96,5.01,3.21,1.01,RD,4466,GIA,"true"
LD02675701,11/07/2012,625,0.3,Very Good,E,VS1,61.4,55,Slightly Thick to Thick,Very Good,Very Good,None,Faint,4.27,4.3,2.63,1.01,RD,2083,GIA,"false"
LD02715126,04/08/2012,3619,0.53,Ideal,E,VVS2,62,58,Medium to Slightly Thick,Excellent,Excellent,None,Medium,5.16,5.19,3.21,1.01,RD,6828,GIA,"true"
LD02704612,28/07/2012,1929,0.71,Very Good,H,SI2,64.1,58,Slightly Thick to Thick,Excellent,Excellent,None,None,5.62,5.58,3.59,1.01,RD,2717,GIA,"true"
LD02691082,19/07/2012,3081,0.7,Very Good,G,VS1,63.6,58,Thin to Thick,Very Good,Very Good,None,None,5.61,5.57,3.55,1.01,RD,4401,GIA,"true"
LD02764293,30/08/2012,8530,1.16,Ideal,H,VS1,61.9,58,Medium to Medium,Excellent,Excellent,None,None,6.72,6.75,4.17,1,RD,7353,GIA,"true"
LD02768506,02/09/2012,4970,0.81,Very Good,E,VVS2,64.4,56,Slightly Thick to Thick,Excellent,Excellent,None,None,5.85,5.79,3.75,1.01,RD,6136,GIA,"true"
LD02673013,10/07/2012,1576,0.52,Ideal,I,VS2,61.5,56,Medium to Medium,Excellent,Excellent,None,None,5.16,5.17,3.18,1,RD,3031,GIA,"true"
LD02689937,18/07/2012,590,0.3,Ideal,E,VS2,60.8,59,Medium to Slightly Thick,Very Good,Very Good,None,None,4.34,4.33,2.64,1,RD,1967,GIA,"true"
LD02707932,31/07/2012,3518,0.81,Very Good,F,VS1,68.3,64,Very Thick to Extremely Thick,Very Good,Very Good,None,None,5.53,5.18,3.54,1.07,CU,4343,GIA,"true"
LD02719457,07/08/2012,582,0.46,Fair,G,SI2,67.7,50,Very Thick to Extremely Thick,Good,Good,None,None,6.52,4.06,2.75,1.61,MQ,1265,GIA,"true"
LD02725357,09/08/2012,5003,1,Very Good,I,VS2,75,71,Thick to Thick,Very Good,Very Good,None,None,5.35,5.34,4,1,PR,5003,GIA,"true"
LD02729145,11/08/2012,2005,0.7,Very Good,I,SI2,64.2,55,Thin to Thick,Very Good,Very Good,None,None,5.6,5.56,3.58,1.01,RD,2864,GIA,"true"
LD02715772,07/08/2012,6023,1.02,Fair,E,VS2,70.8,68,Extremely Thin to Extremely Thick,Very Good,Very Good,None,None,6.21,5.48,3.88,1.13,CU,5905,GIA,"true"
LD02691037,19/07/2012,11427,1.22,Ideal,G,VVS2,60.9,59,Medium to Slightly Thick,Excellent,Excellent,None,None,6.87,6.9,4.2,1,RD,9366,GIA,"true"
LD02661000,01/07/2012,2381,0.5,Ideal,D,VS2,60,60,Medium to Slightly Thick,Excellent,Excellent,None,None,5.16,5.11,3.08,1.01,RD,4762,GIA,"true"
LD02735636,16/08/2012,1224,0.5,Ideal,D,SI2,60.4,58,Medium to Slightly Thick,Excellent,Excellent,None,Medium,5.15,5.18,3.12,1.01,RD,2448,GIA,"true"
LD02652785,01/07/2012,2442,0.6,Very Good,G,VS1,64.2,57,Slightly Thick to Thick,Excellent,Excellent,None,None,5.31,5.29,3.4,1,RD,4070,GIA,"true"
LD02733161,15/08/2012,4271,1,Fair,G,SI1,68.4,62,Slightly Thick to Thick,Very Good,Excellent,None,None,6.47,5.11,3.5,1.27,RA,4271,GIA,"true"
LD02729501,11/08/2012,381,0.3,Good,F,SI1,75.2,76,Very Thick to Extremely Thick,Very Good,Very Good,None,None,3.74,3.53,2.65,1.06,PR,1270,GIA,"true"
LD02722819,08/08/2012,3778,1.01,Good,J,VS2,77.7,65,Medium to Extremely Thick,Good,Very Good,None,None,5.09,5.02,3.9,1.01,PR,3741,GIA,"true"
