fetch_date,sku,price
11/08/2012,LD02665681,9989
11/08/2012,LD02718870,10305
11/08/2012,LD02702125,11257
11/08/2012,LD02691651,12282
11/08/2012,LD02710699,13509
11/08/2012,LD02700189,13532
11/08/2012,LD02724759,14567
11/08/2012,LD02696136,15031
11/08/2012,LD02664053,15774
11/08/2012,LD02678446,15792
11/08/2012,LD02704541,16220
11/08/2012,LD02698884,17984
11/08/2012,LD02718017,2908
11/08/2012,LD02712452,3174
11/08/2012,LD02728205,3263
11/08/2012,LD02728141,3471
11/08/2012,LD02707749,3962
11/08/2012,LD02699919,3967
11/08/2012,LD02727745,4154
11/08/2012,LD02590156,4184
11/08/2012,LD02712722,4487
11/08/2012,LD02729208,4597
11/08/2012,LD02726912,4613
11/08/2012,LD02660367,4670
11/08/2012,LD02707307,4721
11/08/2012,LD02724125,4771
11/08/2012,LD02705384,4871
11/08/2012,LD02706416,4909
11/08/2012,LD02729214,4952
11/08/2012,LD02699017,4960
11/08/2012,LD02725357,5003
11/08/2012,LD02709634,5007
11/08/2012,LD02697860,5111
11/08/2012,LD02718035,5424
11/08/2012,LD02719637,5548
11/08/2012,LD02681967,5666
11/08/2012,LD02678583,5787
11/08/2012,LD02660390,5857
11/08/2012,LD02729856,6015
11/08/2012,LD02709719,6213
11/08/2012,LD02716483,6314
11/08/2012,LD02674743,6355
11/08/2012,LD02656196,6432
11/08/2012,LD02706844,6491
11/08/2012,LD02719611,6541
11/08/2012,LD02666008,6545
11/08/2012,LD02672898,6551
11/08/2012,LD02711345,6568
11/08/2012,LD02718969,6596
11/08/2012,LD02692580,6627
11/08/2012,LD02718959,7032
11/08/2012,LD02688564,7405
11/08/2012,LD02720459,8251
11/08/2012,LD02665389,8543
11/08/2012,LD02716637,8695
11/08/2012,LD02656188,10126
11/08/2012,LD02713197,11088
11/08/2012,LD02667731,11632
11/08/2012,LD02673991,13260
11/08/2012,LD02659890,15463
11/08/2012,LD02698886,17971
11/08/2012,LD02714325,3608
11/08/2012,LD02709263,4732
11/08/2012,LD02720186,3901
11/08/2012,LD02700464,4437
11/08/2012,LD02675003,5173
11/08/2012,LD02729880,5257
11/08/2012,LD02663241,4029
11/08/2012,LD02696410,4129
11/08/2012,LD02665326,5060
11/08/2012,LD02661718,6261
11/08/2012,LD02725695,3284
11/08/2012,LD02682995,4253
11/08/2012,LD02720733,4602
11/08/2012,LD02725694,4653
11/08/2012,LD02707716,5397
11/08/2012,LD02684646,2182
11/08/2012,LD02684770,2399
11/08/2012,LD02684739,2648
11/08/2012,LD02684591,2702
11/08/2012,LD02721015,3198
11/08/2012,LD01762743,3556
11/08/2012,LD02613273,3903
11/08/2012,LD02706649,3932
11/08/2012,LD02702810,4209
11/08/2012,LD02696275,4362
11/08/2012,LD02673984,4475
11/08/2012,LD02725808,4678
11/08/2012,LD02667545,4990
11/08/2012,LD02710985,5009
11/08/2012,LD02719542,5154
11/08/2012,LD02674235,5391
11/08/2012,LD02724774,5504
11/08/2012,LD02726482,5511
11/08/2012,LD02725697,7956
11/08/2012,LD02716022,8981
11/08/2012,LD02702917,2899
11/08/2012,LD02684678,2919
11/08/2012,LD02665658,2955
11/08/2012,LD02711871,2990
11/08/2012,LD02691703,3010
11/08/2012,LD02712381,3029
11/08/2012,LD02711853,3030
11/08/2012,LD02660427,3101
11/08/2012,LD02712036,3144
11/08/2012,LD02725375,3160
11/08/2012,LD02698913,3213
11/08/2012,LD02694506,3382
11/08/2012,LD02707987,3424
11/08/2012,LD02682872,3634
11/08/2012,LD02661685,3636
11/08/2012,LD02724141,3636
11/08/2012,LD02708903,3725
11/08/2012,LD02724791,3737
11/08/2012,LD02708054,3896
11/08/2012,LD02724617,3899
11/08/2012,LD02652935,3945
11/08/2012,LD02674125,3978
11/08/2012,LD02665388,3985
11/08/2012,LD02675024,3985
11/08/2012,LD02700261,4045
11/08/2012,LD02719789,4165
11/08/2012,LD02729262,4165
11/08/2012,LD02723962,4172
11/08/2012,LD02705092,4180
11/08/2012,LD02675004,4229
11/08/2012,LD02677767,4318
11/08/2012,LD02652744,4365
11/08/2012,LD02681639,4408
11/08/2012,LD02670383,4493
11/08/2012,LD02677714,4650
11/08/2012,LD02655494,4671
11/08/2012,LD02727260,4671
11/08/2012,LD02725751,4688
11/08/2012,LD02719188,4855
11/08/2012,LD02725725,4878
11/08/2012,LD02665386,4928
11/08/2012,LD02673440,4964
11/08/2012,LD02724028,4995
11/08/2012,LD02690235,5048
11/08/2012,LD02692202,5059
11/08/2012,LD02726100,5086
11/08/2012,LD02681675,5252
11/08/2012,LD02675450,5282
11/08/2012,LD02677766,5331
11/08/2012,LD02728367,5440
11/08/2012,LD02692109,5451
11/08/2012,LD02679132,5513
11/08/2012,LD02730154,5535
11/08/2012,LD02689263,5705
11/08/2012,LD02676360,5804
11/08/2012,LD02724743,5895
11/08/2012,LD02688091,5962
11/08/2012,LD02721205,7555
11/08/2012,LD02716997,6411
11/08/2012,LD02725057,5341
11/08/2012,LD02683819,3388
11/08/2012,LD02687254,3902
11/08/2012,LD02700584,7074
11/08/2012,LD02722797,2995
11/08/2012,LD02721518,2261
11/08/2012,LD02728237,2818
11/08/2012,LD02683644,2937
11/08/2012,LD02704581,3094
11/08/2012,LD02721920,3571
11/08/2012,LD02660653,3994
11/08/2012,LD02671158,4128
11/08/2012,LD02705076,4332
11/08/2012,LD02721625,1771
11/08/2012,LD02681851,2877
11/08/2012,LD02710997,3078
11/08/2012,LD02708049,3255
11/08/2012,LD02721929,3447
11/08/2012,LD02654775,4211
11/08/2012,LD02726052,6236
11/08/2012,LD02710977,2880
11/08/2012,LD02714580,3096
11/08/2012,LD02712100,3102
11/08/2012,LD02729695,3241
11/08/2012,LD02671105,4042
11/08/2012,LD02710052,4380
11/08/2012,LD02680088,4723
11/08/2012,LD02704916,2173
11/08/2012,LD02703011,2205
11/08/2012,LD02723474,2263
11/08/2012,LD02690198,2331
11/08/2012,LD02670142,2333
11/08/2012,LD02729234,2358
11/08/2012,LD02712409,2635
11/08/2012,LD02683536,2821
11/08/2012,LD02655593,3232
11/08/2012,LD02720092,3232
11/08/2012,LD02720112,3232
11/08/2012,LD02729073,3271
11/08/2012,LD02678896,3338
11/08/2012,LD02707477,3381
11/08/2012,LD02723034,3386
11/08/2012,LD02715925,3518
11/08/2012,LD02628065,3611
11/08/2012,LD02667698,3645
11/08/2012,LD02715398,3645
11/08/2012,LD02722104,3651
11/08/2012,LD02670298,3719
11/08/2012,LD02709802,3963
11/08/2012,LD02681934,4095
11/08/2012,LD02715721,4117
11/08/2012,LD02708820,4200
11/08/2012,LD02695148,4259
11/08/2012,LD02676889,4307
11/08/2012,LD02726759,4460
11/08/2012,LD02678892,4505
11/08/2012,LD02651972,4506
11/08/2012,LD02692619,4715
11/08/2012,LD02696414,4747
11/08/2012,LD02663588,4769
11/08/2012,LD02679542,4960
11/08/2012,LD02681874,5032
11/08/2012,LD02683512,5145
11/08/2012,LD02680655,5170
11/08/2012,LD02399440,5362
11/08/2012,LD02698131,5657
11/08/2012,LD02718631,3500
11/08/2012,LD02654292,4656
11/08/2012,LD02720497,1672
11/08/2012,LD02703973,2714
11/08/2012,LD02708926,2814
11/08/2012,LD02663318,2924
11/08/2012,LD02721374,3139
11/08/2012,LD02690264,4950
11/08/2012,LD02654466,5008
11/08/2012,LD02663180,2618
11/08/2012,LD02680906,2741
11/08/2012,LD02719171,3030
11/08/2012,LD02677001,3060
11/08/2012,LD02712926,3102
11/08/2012,LD02687548,4167
11/08/2012,LD02676231,4277
11/08/2012,LD02720438,5242
11/08/2012,LD02678719,2265
11/08/2012,LD02683044,2377
11/08/2012,LD02679483,2446
11/08/2012,LD02729147,2498
11/08/2012,LD02668722,2532
11/08/2012,LD02719767,2621
11/08/2012,LD02691532,2631
11/08/2012,LD02694102,2631
11/08/2012,LD02670885,2734
11/08/2012,LD02696141,2769
11/08/2012,LD02702794,2809
11/08/2012,LD02681963,2857
11/08/2012,LD02676584,3216
11/08/2012,LD02712575,3903
11/08/2012,LD02705798,4115
11/08/2012,LD02695960,4239
11/08/2012,LD02695834,4394
11/08/2012,LD02709820,2492
11/08/2012,LD02714485,2585
11/08/2012,LD02687674,2747
11/08/2012,LD02721818,2896
11/08/2012,LD02686548,3566
11/08/2012,LD02654476,4399
11/08/2012,LD02711400,2815
11/08/2012,LD02645253,3380
11/08/2012,LD02710516,3907
11/08/2012,LD02724688,4161
11/08/2012,LD02687535,4579
11/08/2012,LD02654343,5903
11/08/2012,LD02697689,1864
11/08/2012,LD02717283,2149
11/08/2012,LD02596007,2202
11/08/2012,LD02714493,2280
11/08/2012,LD02727223,2281
11/08/2012,LD02673311,2437
11/08/2012,LD02681056,2467
11/08/2012,LD02652777,2616
11/08/2012,LD02651559,2631
11/08/2012,LD02704082,2669
11/08/2012,LD00705485,2753
11/08/2012,LD02709793,2844
11/08/2012,LD02704562,2935
11/08/2012,LD02690222,2990
11/08/2012,LD02645816,3008
11/08/2012,LD02698277,3041
11/08/2012,LD02673313,3125
11/08/2012,LD02692625,3496
11/08/2012,LD02709526,3829
11/08/2012,LD02718586,5957
11/08/2012,LD02692918,1516
11/08/2012,LD02655735,1776
11/08/2012,LD02704612,1929
11/08/2012,LD02679568,2004
11/08/2012,LD02706651,2085
11/08/2012,LD02704841,2110
11/08/2012,LD02716530,2115
11/08/2012,LD02718222,2121
11/08/2012,LD02673958,2318
11/08/2012,LD02680097,2385
11/08/2012,LD02670736,2519
11/08/2012,LD02540603,2534
11/08/2012,LD02698177,2558
11/08/2012,LD02721442,2624
11/08/2012,LD02644717,2703
11/08/2012,LD02726536,2728
11/08/2012,LD02704044,2741
11/08/2012,LD02726318,2806
11/08/2012,LD02687875,2908
11/08/2012,LD02705060,2908
11/08/2012,LD02702078,2987
11/08/2012,LD02695656,3066
11/08/2012,LD02723348,3071
11/08/2012,LD02654496,3190
11/08/2012,LD02726503,3195
11/08/2012,LD02679097,3228
11/08/2012,LD02680928,3237
11/08/2012,LD02702077,3238
11/08/2012,LD02726224,3287
11/08/2012,LD02700894,3333
11/08/2012,LD02700142,3349
11/08/2012,LD02728299,3438
11/08/2012,LD02721366,3550
11/08/2012,LD02589073,3660
11/08/2012,LD02721816,3723
11/08/2012,LD02682217,3748
11/08/2012,LD02626946,3800
11/08/2012,LD02717156,3806
11/08/2012,LD02675301,3997
11/08/2012,LD02677553,4032
11/08/2012,LD02677513,4176
11/08/2012,LD02694452,4481
11/08/2012,LD02681314,4485
11/08/2012,LD02645815,4758
11/08/2012,LD02682088,1379
11/08/2012,LD02696650,1638
11/08/2012,LD02680492,1674
11/08/2012,LD02697651,1722
11/08/2012,LD02724678,1735
11/08/2012,LD02661890,1840
11/08/2012,LD02720308,1846
11/08/2012,LD02687070,1892
11/08/2012,LD02683405,1954
11/08/2012,LD02721867,1956
11/08/2012,LD02593739,1999
11/08/2012,LD02653055,2002
11/08/2012,LD02729145,2005
11/08/2012,LD02686136,2028
11/08/2012,LD02653496,2033
11/08/2012,LD02720107,2056
11/08/2012,LD02671495,2065
11/08/2012,LD02670560,2094
11/08/2012,LD02704898,2094
11/08/2012,LD02722509,2125
11/08/2012,LD02716000,2152
11/08/2012,LD02709756,2173
11/08/2012,LD02652267,2182
11/08/2012,LD02723202,2225
11/08/2012,LD02709834,2267
11/08/2012,LD02673409,2279
11/08/2012,LD02724286,2292
11/08/2012,LD02668763,2311
11/08/2012,LD02686239,2315
11/08/2012,LD02716910,2326
11/08/2012,LD02704086,2329
11/08/2012,LD02724395,2354
11/08/2012,LD02665477,2371
11/08/2012,LD02679551,2378
11/08/2012,LD02652867,2381
11/08/2012,LD02718348,2382
11/08/2012,LD02671305,2388
11/08/2012,LD02692118,2394
11/08/2012,LD02683402,2395
11/08/2012,LD02686431,2403
11/08/2012,LD02661644,2405
11/08/2012,LD02681616,2453
11/08/2012,LD02724299,2453
11/08/2012,LD02714890,2455
11/08/2012,LD02611231,2497
11/08/2012,LD02729171,2504
11/08/2012,LD02683212,2511
11/08/2012,LD02715127,2511
11/08/2012,LD02710646,2514
11/08/2012,LD02709727,2523
11/08/2012,LD02717461,2530
11/08/2012,LD02670326,2545
11/08/2012,LD02729855,2570
11/08/2012,LD02686319,2594
11/08/2012,LD02614666,2598
11/08/2012,LD02710715,2610
11/08/2012,LD02706652,2634
11/08/2012,LD02651839,2666
11/08/2012,LD02709646,2675
11/08/2012,LD02705110,2687
11/08/2012,LD02694712,2749
11/08/2012,LD02677424,2754
11/08/2012,LD02700293,2769
11/08/2012,LD02704765,2784
11/08/2012,LD02702978,2793
11/08/2012,LD02706626,2806
11/08/2012,LD02723049,2819
11/08/2012,LD02723214,2823
11/08/2012,LD02644699,2833
11/08/2012,LD02704321,2855
11/08/2012,LD02729712,2860
11/08/2012,LD02686427,2894
11/08/2012,LD02687204,2928
11/08/2012,LD02723196,2929
11/08/2012,LD02651410,2974
11/08/2012,LD02651583,2975
11/08/2012,LD02726827,2983
11/08/2012,LD02726328,2987
11/08/2012,LD02712332,3000
11/08/2012,LD02663590,3031
11/08/2012,LD02681307,3065
11/08/2012,LD02674184,3068
11/08/2012,LD02652336,3092
11/08/2012,LD02702922,3116
11/08/2012,LD02670391,3127
11/08/2012,LD02688115,3154
11/08/2012,LD02678797,3164
11/08/2012,LD02694725,3188
11/08/2012,LD02726997,3273
11/08/2012,LD02729699,3282
11/08/2012,LD02707678,3309
11/08/2012,LD02720224,3366
11/08/2012,LD02709859,3377
11/08/2012,LD02697114,3388
11/08/2012,LD02675306,3392
11/08/2012,LD02626920,3393
11/08/2012,LD02685291,3458
11/08/2012,LD02692916,3463
11/08/2012,LD02714987,3467
11/08/2012,LD02729489,3507
11/08/2012,LD02678715,3577
11/08/2012,LD02727208,3614
11/08/2012,LD02729390,3642
11/08/2012,LD02716544,3657
11/08/2012,LD02687084,3685
11/08/2012,LD02687546,3699
11/08/2012,LD02711265,3699
11/08/2012,LD02675269,3720
11/08/2012,LD02697484,3725
11/08/2012,LD02729706,3789
11/08/2012,LD02729740,3799
11/08/2012,LD02676554,3902
11/08/2012,LD02687582,3947
11/08/2012,LD02599916,4054
11/08/2012,LD02719124,4095
11/08/2012,LD02621451,4161
11/08/2012,LD02708097,4185
11/08/2012,LD02645542,4403
11/08/2012,LD02677543,4451
11/08/2012,LD02654623,4522
11/08/2012,LD02644446,4736
11/08/2012,LD02705653,4816
11/08/2012,LD02644988,4858
11/08/2012,LD02693618,1781
11/08/2012,LD02709616,1698
11/08/2012,LD02722628,1669
11/08/2012,LD02722391,1741
11/08/2012,LD02706721,1870
11/08/2012,LD02684536,2107
11/08/2012,LD02726830,2510
11/08/2012,LD02661747,2815
11/08/2012,LD02716916,3028
11/08/2012,LD02672815,3395
11/08/2012,LD02700466,4362
11/08/2012,LD02688181,2375
11/08/2012,LD02716852,2457
11/08/2012,LD02705963,2534
11/08/2012,LD02691130,3939
11/08/2012,LD02652684,1901
11/08/2012,LD02666263,2093
11/08/2012,LD02714684,2105
11/08/2012,LD02702686,2221
11/08/2012,LD02688203,2625
11/08/2012,LD02662576,3167
11/08/2012,LD02700161,3308
11/08/2012,LD02695719,3914
11/08/2012,LD02712103,1223
11/08/2012,LD02727096,1266
11/08/2012,LD02661826,1372
11/08/2012,LD02682285,1468
11/08/2012,LD02721868,1644
11/08/2012,LD02720280,1655
11/08/2012,LD02708292,1681
11/08/2012,LD02708381,1708
11/08/2012,LD02719939,1758
11/08/2012,LD02653006,1894
11/08/2012,LD02717144,2331
11/08/2012,LD02651773,2359
11/08/2012,LD02686880,2702
11/08/2012,LD02693095,2861
11/08/2012,LD02706084,3190
11/08/2012,LD02726661,3609
11/08/2012,LD02724572,1081
11/08/2012,LD02722329,1143
11/08/2012,LD02680304,1260
11/08/2012,LD02652709,1272
11/08/2012,LD02724532,1393
11/08/2012,LD02714854,1409
11/08/2012,LD02690321,1538
11/08/2012,LD02716101,1544
11/08/2012,LD02729126,1600
11/08/2012,LD02718284,1607
11/08/2012,LD02724341,1684
11/08/2012,LD02669442,1714
11/08/2012,LD02651337,1722
11/08/2012,LD02718250,1790
11/08/2012,LD02689119,1803
11/08/2012,LD02722320,1850
11/08/2012,LD02694503,1855
11/08/2012,LD02724498,1873
11/08/2012,LD02718336,1926
11/08/2012,LD02702558,1933
11/08/2012,LD02676756,1976
11/08/2012,LD02671169,2026
11/08/2012,LD02676214,2043
11/08/2012,LD02710783,2100
11/08/2012,LD02676260,2118
11/08/2012,LD02675316,2119
11/08/2012,LD02650780,2122
11/08/2012,LD02704768,2172
11/08/2012,LD02724545,2249
11/08/2012,LD02714781,2283
11/08/2012,LD02729307,2343
11/08/2012,LD02666284,2372
11/08/2012,LD02690033,2398
11/08/2012,LD02597449,2442
11/08/2012,LD02676830,2467
11/08/2012,LD02659529,2497
11/08/2012,LD02724266,2500
11/08/2012,LD02674220,2656
11/08/2012,LD02669203,2734
11/08/2012,LD02721889,2743
11/08/2012,LD02645442,2770
11/08/2012,LD02659629,2773
11/08/2012,LD02676525,2821
11/08/2012,LD02662617,2835
11/08/2012,LD02727109,2921
11/08/2012,LD02653360,2938
11/08/2012,LD02723648,2976
11/08/2012,LD02720752,3035
11/08/2012,LD02656554,3103
11/08/2012,LD02677634,3148
11/08/2012,LD02689953,3207
11/08/2012,LD02676326,3222
11/08/2012,LD02714848,3359
11/08/2012,LD02657287,3363
11/08/2012,LD02659638,2398
11/08/2012,LD02696220,1166
11/08/2012,LD02725580,1644
11/08/2012,LD02689187,1965
11/08/2012,LD02717169,2375
11/08/2012,LD02676342,3237
11/08/2012,LD02730092,1333
11/08/2012,LD02668364,1417
11/08/2012,LD02722349,1437
11/08/2012,LD02690818,1561
11/08/2012,LD02659628,2268
11/08/2012,LD02659268,2320
11/08/2012,LD02654483,2452
11/08/2012,LD02610710,2644
11/08/2012,LD02726528,2663
11/08/2012,LD02694021,2829
11/08/2012,LD02693531,3087
11/08/2012,LD02665943,3260
11/08/2012,LD02675361,4182
11/08/2012,LD02683923,4963
11/08/2012,LD02707431,991
11/08/2012,LD02678979,1107
11/08/2012,LD02690806,1291
11/08/2012,LD02674222,1320
11/08/2012,LD02705776,1522
11/08/2012,LD02722402,1557
11/08/2012,LD02687578,1770
11/08/2012,LD02653313,1821
11/08/2012,LD02717256,1886
11/08/2012,LD02721140,2143
11/08/2012,LD02657539,2417
11/08/2012,LD02722091,2496
11/08/2012,LD02661236,2512
11/08/2012,LD02714698,2763
11/08/2012,LD02654359,2767
11/08/2012,LD02721324,3235
11/08/2012,LD02697387,3575
11/08/2012,LD02679237,3630
11/08/2012,LD02725517,1270
11/08/2012,LD02702084,1329
11/08/2012,LD02634579,1385
11/08/2012,LD02675200,1620
11/08/2012,LD02704557,1768
11/08/2012,LD02716482,1974
11/08/2012,LD02691156,2052
11/08/2012,LD02720216,2191
11/08/2012,LD02653282,2217
11/08/2012,LD02711416,2269
11/08/2012,LD02702801,2308
11/08/2012,LD02659641,2440
11/08/2012,LD02695950,2453
11/08/2012,LD02705324,2548
11/08/2012,LD02724068,2703
11/08/2012,LD02729747,4370
11/08/2012,LD02721861,1393
11/08/2012,LD02726574,1436
11/08/2012,LD02715777,1481
11/08/2012,LD02687271,1490
11/08/2012,LD02687871,1500
11/08/2012,LD02717259,1653
11/08/2012,LD02712053,1904
11/08/2012,LD02657299,2166
11/08/2012,LD02675304,2172
11/08/2012,LD02687819,2184
11/08/2012,LD02714658,2185
11/08/2012,LD02676728,2215
11/08/2012,LD02676567,2302
11/08/2012,LD02697172,2472
11/08/2012,LD02659514,2498
11/08/2012,LD02726659,3269
11/08/2012,LD02725458,981
11/08/2012,LD02682917,1255
11/08/2012,LD02729761,1300
11/08/2012,LD02678256,1337
11/08/2012,LD02707450,1379
11/08/2012,LD02685701,1423
11/08/2012,LD02727853,1430
11/08/2012,LD02712525,1435
11/08/2012,LD02659639,1527
11/08/2012,LD02721299,1718
11/08/2012,LD02697712,1842
11/08/2012,LD02726141,1876
11/08/2012,LD02726587,1893
11/08/2012,LD02716204,2119
11/08/2012,LD02715126,2294
11/08/2012,LD02675055,2322
11/08/2012,LD02728962,2327
11/08/2012,LD02678244,2331
11/08/2012,LD02726066,2569
11/08/2012,LD02613207,2581
11/08/2012,LD02596239,2719
11/08/2012,LD02729745,2807
11/08/2012,LD02676341,2973
11/08/2012,LD02513130,758
11/08/2012,LD02710062,996
11/08/2012,LD02712542,1029
11/08/2012,LD02730129,1031
11/08/2012,LD02717543,1147
11/08/2012,LD02714569,1318
11/08/2012,LD02635342,1319
11/08/2012,LD02671887,1360
11/08/2012,LD02684755,1418
11/08/2012,LD02674653,1495
11/08/2012,LD02672878,1499
11/08/2012,LD02650777,1578
11/08/2012,LD02729057,1604
11/08/2012,LD02711009,1627
11/08/2012,LD02705775,1732
11/08/2012,LD02698203,1735
11/08/2012,LD02714678,1804
11/08/2012,LD02719825,1860
11/08/2012,LD02729719,1885
11/08/2012,LD02702335,2064
11/08/2012,LD02654382,2195
11/08/2012,LD02679418,2220
11/08/2012,LD02678276,2288
11/08/2012,LD02677679,2439
11/08/2012,LD02675104,2473
11/08/2012,LD02720415,2774
11/08/2012,LD02665924,2785
11/08/2012,LD02694951,2933
11/08/2012,LD02687883,2974
11/08/2012,LD02694872,3055
11/08/2012,LD02724463,759
11/08/2012,LD02728209,870
11/08/2012,LD02724437,930
11/08/2012,LD02730145,973
11/08/2012,LD02682598,988
11/08/2012,LD02705564,1050
11/08/2012,LD02705464,1054
11/08/2012,LD02674102,1055
11/08/2012,LD02729328,1057
11/08/2012,LD02717246,1070
11/08/2012,LD02722056,1129
11/08/2012,LD02725447,1142
11/08/2012,LD02714722,1183
11/08/2012,LD02724517,1183
11/08/2012,LD02711197,1254
11/08/2012,LD02717248,1284
11/08/2012,LD02676516,1293
11/08/2012,LD02684775,1322
11/08/2012,LD02696417,1332
11/08/2012,LD02723592,1340
11/08/2012,LD02723986,1363
11/08/2012,LD02704851,1378
11/08/2012,LD02652243,1391
11/08/2012,LD02724962,1402
11/08/2012,LD02726973,1405
11/08/2012,LD02651507,1415
11/08/2012,LD02676590,1418
11/08/2012,LD02721199,1419
11/08/2012,LD02717011,1442
11/08/2012,LD02718830,1442
11/08/2012,LD02662688,1450
11/08/2012,LD02723235,1533
11/08/2012,LD02727118,1533
11/08/2012,LD02651989,1557
11/08/2012,LD02652127,1557
11/08/2012,LD02680172,1622
11/08/2012,LD02676201,1675
11/08/2012,LD02718148,1676
11/08/2012,LD02677390,1698
11/08/2012,LD02723503,1705
11/08/2012,LD02721796,1734
11/08/2012,LD02692653,1742
11/08/2012,LD02675146,1851
11/08/2012,LD02727207,1855
11/08/2012,LD02717562,1859
11/08/2012,LD02717397,1861
11/08/2012,LD02659305,1866
11/08/2012,LD02727121,1868
11/08/2012,LD02657524,1869
11/08/2012,LD02524619,1883
11/08/2012,LD02654646,2113
11/08/2012,LD02688175,2144
11/08/2012,LD02724291,2155
11/08/2012,LD02677524,2188
11/08/2012,LD02721070,2208
11/08/2012,LD02676884,2222
11/08/2012,LD02726598,2246
11/08/2012,LD02714677,2249
11/08/2012,LD02691878,2255
11/08/2012,LD02596436,2260
11/08/2012,LD02692027,2274
11/08/2012,LD02659504,2288
11/08/2012,LD02724304,2313
11/08/2012,LD02665983,2392
11/08/2012,LD02708110,2404
11/08/2012,LD02679401,2442
11/08/2012,LD02722089,2444
11/08/2012,LD02728850,2543
11/08/2012,LD02688031,2566
11/08/2012,LD02626884,2581
11/08/2012,LD02654453,2711
11/08/2012,LD02664198,2996
11/08/2012,LD02703057,3017
11/08/2012,LD02664344,3132
11/08/2012,LD02726144,3234
11/08/2012,LD02700619,3257
11/08/2012,LD02478091,3918
11/08/2012,LD02695016,3969
11/08/2012,LD02664332,4379
11/08/2012,LD02712134,779
11/08/2012,LD02722252,892
11/08/2012,LD02711169,921
11/08/2012,LD02724490,926
11/08/2012,LD02683821,962
11/08/2012,LD02711143,975
11/08/2012,LD02718267,975
11/08/2012,LD02725509,977
11/08/2012,LD02683470,989
11/08/2012,LD02710208,990
11/08/2012,LD02726805,998
11/08/2012,LD02683350,1001
11/08/2012,LD02701438,1051
11/08/2012,LD02652082,1081
11/08/2012,LD02712050,1084
11/08/2012,LD02704687,1117
11/08/2012,LD02683824,1123
11/08/2012,LD02722126,1127
11/08/2012,LD02712774,1135
11/08/2012,LD02698909,1158
11/08/2012,LD02726297,1167
11/08/2012,LD02729788,1169
11/08/2012,LD02729700,1171
11/08/2012,LD02704604,1172
11/08/2012,LD02710328,1173
11/08/2012,LD02715184,1177
11/08/2012,LD02694443,1188
11/08/2012,LD02683772,1190
11/08/2012,LD02723521,1190
11/08/2012,LD02686621,1194
11/08/2012,LD02708948,1203
11/08/2012,LD02727265,1221
11/08/2012,LD02729393,1230
11/08/2012,LD02660602,1235
11/08/2012,LD02683763,1235
11/08/2012,LD02707794,1235
11/08/2012,LD02722120,1235
11/08/2012,LD02683597,1242
11/08/2012,LD02606245,1255
11/08/2012,LD02721443,1277
11/08/2012,LD02712077,1278
11/08/2012,LD02714727,1284
11/08/2012,LD02674138,1291
11/08/2012,LD02726632,1291
11/08/2012,LD02723775,1292
11/08/2012,LD02711296,1322
11/08/2012,LD02722546,1327
11/08/2012,LD02680136,1334
11/08/2012,LD02729292,1340
11/08/2012,LD02686603,1353
11/08/2012,LD02693335,1375
11/08/2012,LD02661757,1382
11/08/2012,LD02670784,1390
11/08/2012,LD02696566,1392
11/08/2012,LD02692671,1405
11/08/2012,LD02652817,1415
11/08/2012,LD02601426,1425
11/08/2012,LD02652084,1427
11/08/2012,LD02716762,1446
11/08/2012,LD02716829,1453
11/08/2012,LD02698307,1455
11/08/2012,LD02691781,1461
11/08/2012,LD02719719,1477
11/08/2012,LD02727135,1484
11/08/2012,LD02703025,1500
11/08/2012,LD02717921,1508
11/08/2012,LD02719761,1517
11/08/2012,LD02696547,1519
11/08/2012,LD02651449,1527
11/08/2012,LD02714776,1527
11/08/2012,LD02685388,1528
11/08/2012,LD02723510,1538
11/08/2012,LD02729480,1541
11/08/2012,LD02692141,1544
11/08/2012,LD02715389,1544
11/08/2012,LD02728325,1553
11/08/2012,LD02698974,1556
11/08/2012,LD02729350,1560
11/08/2012,LD02663323,1562
11/08/2012,LD02715050,1580
11/08/2012,LD02666561,1582
11/08/2012,LD02721450,1585
11/08/2012,LD02690022,1589
11/08/2012,LD02716450,1594
11/08/2012,LD02720126,1595
11/08/2012,LD02721190,1603
11/08/2012,LD02723917,1612
11/08/2012,LD02678823,1616
11/08/2012,LD02714795,1621
11/08/2012,LD02714796,1621
11/08/2012,LD02721488,1623
11/08/2012,LD02677659,1624
11/08/2012,LD02686687,1649
11/08/2012,LD02666841,1663
11/08/2012,LD02687112,1672
11/08/2012,LD02646029,1673
11/08/2012,LD02659300,1676
11/08/2012,LD02712169,1688
11/08/2012,LD02679445,1716
11/08/2012,LD02645738,1720
11/08/2012,LD02725622,1720
11/08/2012,LD02726884,1722
11/08/2012,LD02691845,1743
11/08/2012,LD02666560,1745
11/08/2012,LD02695204,1750
11/08/2012,LD02646005,1753
11/08/2012,LD02698996,1763
11/08/2012,LD02725651,1773
11/08/2012,LD02666918,1774
11/08/2012,LD02723756,1780
11/08/2012,LD02712376,1797
11/08/2012,LD02726341,1819
11/08/2012,LD02651373,1825
11/08/2012,LD02714218,1826
11/08/2012,LD02706617,1840
11/08/2012,LD02666901,1848
11/08/2012,LD02645185,1861
11/08/2012,LD02653771,1861
11/08/2012,LD02666449,1863
11/08/2012,LD02725637,1892
11/08/2012,LD02728026,1894
11/08/2012,LD02720430,1900
11/08/2012,LD02671836,1908
11/08/2012,LD02658295,1918
11/08/2012,LD02717903,1918
11/08/2012,LD02726221,1947
