fetch_date,sku,price
27/07/2012,LD02668659,851
27/07/2012,LD02679314,855
27/07/2012,LD02688358,922
27/07/2012,LD02668417,944
27/07/2012,LD02675211,977
27/07/2012,LD02697404,1100
27/07/2012,LD02665876,1122
27/07/2012,LD02675419,1411
27/07/2012,LD02682251,449
27/07/2012,LD02656427,514
27/07/2012,LD02701023,521
27/07/2012,LD02690157,528
27/07/2012,LD02652031,531
27/07/2012,LD02673579,562
27/07/2012,LD02662242,594
27/07/2012,LD02656947,595
27/07/2012,LD02702161,615
27/07/2012,LD02656425,620
27/07/2012,LD02657066,639
27/07/2012,LD02682245,651
27/07/2012,LD02665851,660
27/07/2012,LD02668494,670
27/07/2012,LD02670164,682
27/07/2012,LD02657547,689
27/07/2012,LD02688417,726
27/07/2012,LD02688418,726
27/07/2012,LD02695846,751
27/07/2012,LD02658126,772
27/07/2012,LD02704435,778
27/07/2012,LD02681304,801
27/07/2012,LD02679575,825
27/07/2012,LD02693530,846
27/07/2012,LD02658075,916
27/07/2012,LD02696189,1149
27/07/2012,LD02699086,480
27/07/2012,LD02666282,481
27/07/2012,LD02657991,485
27/07/2012,LD02674631,486
27/07/2012,LD02651946,501
27/07/2012,LD02662161,513
27/07/2012,LD02656517,515
27/07/2012,LD02695262,553
27/07/2012,LD02676763,565
27/07/2012,LD02665863,619
27/07/2012,LD02660962,640
27/07/2012,LD02596307,656
27/07/2012,LD02676711,664
27/07/2012,LD02701908,669
27/07/2012,LD02656641,704
27/07/2012,LD02668651,709
27/07/2012,LD02656770,745
27/07/2012,LD02656619,749
27/07/2012,LD02645662,770
27/07/2012,LD02658413,833
27/07/2012,LD02664228,833
27/07/2012,LD02641540,844
27/07/2012,LD02657559,860
27/07/2012,LD02468766,966
27/07/2012,LD02696435,976
27/07/2012,LD02656510,436
27/07/2012,LD02657728,467
27/07/2012,LD02698326,488
27/07/2012,LD02658241,500
27/07/2012,LD02697490,627
27/07/2012,LD02687826,643
27/07/2012,LD02658332,654
27/07/2012,LD02697489,682
27/07/2012,LD02656756,683
27/07/2012,LD02668590,688
27/07/2012,LD02668633,688
27/07/2012,LD02657197,712
27/07/2012,LD02697458,714
27/07/2012,LD02656625,724
27/07/2012,LD02679249,727
27/07/2012,LD02658205,736
27/07/2012,LD02657938,743
27/07/2012,LD02657000,759
27/07/2012,LD02687880,769
27/07/2012,LD02696670,774
27/07/2012,LD02691458,777
27/07/2012,LD02668571,779
27/07/2012,LD02658348,786
27/07/2012,LD02697482,790
27/07/2012,LD02645652,799
27/07/2012,LD02657326,799
27/07/2012,LD02657433,799
27/07/2012,LD02657936,908
27/07/2012,LD02613228,913
27/07/2012,LD02664107,1063
27/07/2012,LD02677068,404
27/07/2012,LD02702039,450
27/07/2012,LD02685476,453
27/07/2012,LD02656905,484
27/07/2012,LD02697566,497
27/07/2012,LD02657652,499
27/07/2012,LD02666688,500
27/07/2012,LD02674641,519
27/07/2012,LD02656376,524
27/07/2012,LD02656392,532
27/07/2012,LD02661380,532
27/07/2012,LD02665871,542
27/07/2012,LD02661145,563
27/07/2012,LD02698507,585
27/07/2012,LD02688127,589
27/07/2012,LD02675230,594
27/07/2012,LD02657309,619
27/07/2012,LD02668378,626
27/07/2012,LD02695312,630
27/07/2012,LD02608920,639
27/07/2012,LD02651334,643
27/07/2012,LD02693131,644
27/07/2012,LD02695464,648
27/07/2012,LD02668375,672
27/07/2012,LD02656385,681
27/07/2012,LD02657624,696
27/07/2012,LD02675229,699
27/07/2012,LD02657986,736
27/07/2012,LD02657996,736
27/07/2012,LD02657085,746
27/07/2012,LD02468791,747
27/07/2012,LD02676693,750
27/07/2012,LD02675183,754
27/07/2012,LD02659412,761
27/07/2012,LD02685474,774
27/07/2012,LD02668414,783
27/07/2012,LD02681151,803
27/07/2012,LD02690981,808
27/07/2012,LD02665211,815
27/07/2012,LD02656648,824
27/07/2012,LD02668555,838
27/07/2012,LD02656689,866
27/07/2012,LD02666519,880
27/07/2012,LD02675388,932
27/07/2012,LD02664162,1002
27/07/2012,LD02692791,406
27/07/2012,LD02619175,411
27/07/2012,LD02675604,416
27/07/2012,LD02675718,416
27/07/2012,LD02675786,416
27/07/2012,LD02675893,422
27/07/2012,LD02651573,424
27/07/2012,LD02692878,426
27/07/2012,LD02702198,432
27/07/2012,LD02699085,437
27/07/2012,LD02699101,437
27/07/2012,LD02632883,439
27/07/2012,LD02675580,448
27/07/2012,LD02676032,448
27/07/2012,LD02685501,449
27/07/2012,LD02677394,462
27/07/2012,LD02700186,465
27/07/2012,LD02657207,469
27/07/2012,LD02658343,469
27/07/2012,LD02675574,469
27/07/2012,LD02675746,469
27/07/2012,LD02675846,469
27/07/2012,LD02675934,469
27/07/2012,LD02678123,469
27/07/2012,LD02628019,471
27/07/2012,LD02696330,483
27/07/2012,LD02657613,484
27/07/2012,LD02680481,484
27/07/2012,LD02691188,492
27/07/2012,LD02675710,494
27/07/2012,LD02662129,496
27/07/2012,LD02657265,507
27/07/2012,LD02675570,507
27/07/2012,LD02688256,508
27/07/2012,LD02692879,509
27/07/2012,LD02675562,516
27/07/2012,LD02675566,516
27/07/2012,LD02675721,516
27/07/2012,LD02675921,516
27/07/2012,LD02676024,516
27/07/2012,LD02675987,520
27/07/2012,LD02692984,520
27/07/2012,LD02663229,521
27/07/2012,LD02685441,521
27/07/2012,LD02657970,523
27/07/2012,LD02657707,524
27/07/2012,LD02658218,524
27/07/2012,LD02674160,525
27/07/2012,LD02657687,526
27/07/2012,LD02697663,528
27/07/2012,LD02658217,532
27/07/2012,LD02676867,532
27/07/2012,LD02700336,534
27/07/2012,LD02682289,535
27/07/2012,LD02675980,540
27/07/2012,LD02693228,541
27/07/2012,LD02676116,544
27/07/2012,LD02657582,547
27/07/2012,LD02676043,562
27/07/2012,LD02675701,567
27/07/2012,LD02675805,567
27/07/2012,LD02675837,567
27/07/2012,LD02675886,567
27/07/2012,LD02675990,567
27/07/2012,LD02676131,567
27/07/2012,LD02692699,574
27/07/2012,LD02675593,582
27/07/2012,LD02700925,588
27/07/2012,LD02689937,590
27/07/2012,LD02668609,603
27/07/2012,LD02688034,605
27/07/2012,LD02643922,609
27/07/2012,LD02675066,621
27/07/2012,LD02657185,623
27/07/2012,LD02675380,623
27/07/2012,LD02676184,627
27/07/2012,LD02685093,634
27/07/2012,LD02691597,637
27/07/2012,LD02685185,644
27/07/2012,LD02685386,644
27/07/2012,LD02656951,645
27/07/2012,LD02695459,645
27/07/2012,LD02658340,646
27/07/2012,LD02673828,647
27/07/2012,LD02680673,647
27/07/2012,LD02693188,654
27/07/2012,LD02675608,655
27/07/2012,LD02675636,655
27/07/2012,LD02675782,655
27/07/2012,LD02675963,655
27/07/2012,LD02676056,655
27/07/2012,LD02685177,658
27/07/2012,LD02657931,659
27/07/2012,LD02644292,668
27/07/2012,LD02658192,668
27/07/2012,LD02675834,673
27/07/2012,LD02675962,673
27/07/2012,LD02675969,673
27/07/2012,LD02656433,674
27/07/2012,LD02657439,678
27/07/2012,LD02658179,679
27/07/2012,LD02656862,682
27/07/2012,LD02657221,682
27/07/2012,LD02651408,686
27/07/2012,LD02657419,690
27/07/2012,LD02668536,691
27/07/2012,LD02692315,692
27/07/2012,LD02675134,694
27/07/2012,LD02659613,696
27/07/2012,LD02667066,701
27/07/2012,LD02688447,709
27/07/2012,LD02675284,719
27/07/2012,LD02680393,722
27/07/2012,LD02700361,722
27/07/2012,LD02675082,725
27/07/2012,LD02696924,725
27/07/2012,LD02693114,726
27/07/2012,LD02660330,730
27/07/2012,LD02657201,737
27/07/2012,LD02675391,740
27/07/2012,LD02697577,741
27/07/2012,LD02675223,746
27/07/2012,LD02652111,747
27/07/2012,LD02675224,749
27/07/2012,LD02671060,761
27/07/2012,LD02693119,761
27/07/2012,LD02659508,763
27/07/2012,LD02671622,777
27/07/2012,LD02645361,825
27/07/2012,LD02643996,846
27/07/2012,LD02644222,846
27/07/2012,LD02657945,879
27/07/2012,LD02694353,917
27/07/2012,LD02700262,920
27/07/2012,LD02700844,1037
27/07/2012,LD02659636,1150
27/07/2012,LD02660257,406
27/07/2012,LD02660171,407
27/07/2012,LD02700915,590
27/07/2012,LD02677480,604
27/07/2012,LD02667664,631
27/07/2012,LD02688245,467
27/07/2012,LD02698071,506
27/07/2012,LD02674700,519
27/07/2012,LD02667642,525
27/07/2012,LD02667599,568
27/07/2012,LD02697969,576
27/07/2012,LD02700934,621
27/07/2012,LD02677439,622
27/07/2012,LD02679252,835
27/07/2012,LD02673516,373
27/07/2012,LD02679598,429
27/07/2012,LD02695077,461
27/07/2012,LD02679572,385
27/07/2012,LD02701008,409
27/07/2012,LD02677450,411
27/07/2012,LD02700966,438
27/07/2012,LD02697999,476
27/07/2012,LD02701626,486
27/07/2012,LD02700967,523
28/07/2012,LD02676965,328916
28/07/2012,LD02590645,151107
28/07/2012,LD02700590,83472
28/07/2012,LD02698752,290230
28/07/2012,LD02690288,58611
28/07/2012,LD02687550,47902
28/07/2012,LD02674901,55018
28/07/2012,LD02690189,62722
28/07/2012,LD02698806,51723
28/07/2012,LD02703069,70448
28/07/2012,LD02677236,61206
28/07/2012,LD02698812,74274
28/07/2012,LD02663864,48752
28/07/2012,LD02696210,29143
28/07/2012,LD02682693,49727
28/07/2012,LD02679903,56306
28/07/2012,LD02704207,16511
28/07/2012,LD02626718,41003
28/07/2012,LD02678159,64756
28/07/2012,LD02698109,32793
28/07/2012,LD02702481,50631
28/07/2012,LD02706002,25700
28/07/2012,LD02594061,40989
28/07/2012,LD02698641,23608
28/07/2012,LD02672775,27272
28/07/2012,LD02617558,68349
28/07/2012,LD02697788,12776
28/07/2012,LD02679595,17724
28/07/2012,LD02704318,18050
28/07/2012,LD02656200,16012
28/07/2012,LD02683071,20295
28/07/2012,LD02698651,24969
28/07/2012,LD02659042,25886
28/07/2012,LD02705204,27340
28/07/2012,LD02691925,47774
28/07/2012,LD02695625,26651
28/07/2012,LD02673912,28299
28/07/2012,LD02689777,11226
28/07/2012,LD02700539,39046
28/07/2012,LD02588718,28352
28/07/2012,LD02634333,12183
28/07/2012,LD02700470,14311
28/07/2012,LD02662345,18828
28/07/2012,LD02683030,21105
28/07/2012,LD02694031,10984
28/07/2012,LD02596191,12389
28/07/2012,LD02678327,12801
28/07/2012,LD02678503,35215
28/07/2012,LD02682654,11413
28/07/2012,LD02698741,12698
28/07/2012,LD02704073,15990
28/07/2012,LD02702914,10628
28/07/2012,LD02681669,14015
28/07/2012,LD02686717,14511
28/07/2012,LD02660061,8307
28/07/2012,LD02667176,10375
28/07/2012,LD02705465,12276
28/07/2012,LD02687689,14409
28/07/2012,LD02701165,18083
28/07/2012,LD02596204,8352
28/07/2012,LD02696572,8744
28/07/2012,LD02682691,9986
28/07/2012,LD02617748,10277
28/07/2012,LD02698633,12665
28/07/2012,LD02674341,12716
28/07/2012,LD02698166,12751
28/07/2012,LD02665441,13822
28/07/2012,LD02665495,14626
28/07/2012,LD02705209,18616
28/07/2012,LD02665424,8359
28/07/2012,LD02671611,11337
28/07/2012,LD02680832,15653
28/07/2012,LD02682704,15761
28/07/2012,LD02680744,19037
28/07/2012,LD02677256,21577
28/07/2012,LD02696171,5054
28/07/2012,LD02704419,31616
28/07/2012,LD02677148,11890
28/07/2012,LD02676320,14387
28/07/2012,LD02668996,16091
28/07/2012,LD02703033,9348
28/07/2012,LD02660997,6773
28/07/2012,LD02502600,12695
28/07/2012,LD02680508,7898
28/07/2012,LD02634323,6660
28/07/2012,LD02690318,8008
28/07/2012,LD02705833,8513
28/07/2012,LD02681515,16454
28/07/2012,LD02698729,9768
28/07/2012,LD02672652,10895
28/07/2012,LD02701212,12917
28/07/2012,LD02696917,16225
28/07/2012,LD02679190,5129
28/07/2012,LD02660515,6436
28/07/2012,LD02662819,7567
28/07/2012,LD02690312,7824
28/07/2012,LD02591119,6518
28/07/2012,LD02682484,8840
28/07/2012,LD02681773,11820
28/07/2012,LD02697736,5246
28/07/2012,LD02669992,7085
28/07/2012,LD02705154,7371
28/07/2012,LD02702856,9692
28/07/2012,LD02694028,9937
28/07/2012,LD02698034,10175
28/07/2012,LD02690353,6352
28/07/2012,LD02679204,6478
28/07/2012,LD02698723,7420
28/07/2012,LD02664755,7480
28/07/2012,LD02682987,9003
28/07/2012,LD02681513,9813
28/07/2012,LD02676479,11881
28/07/2012,LD02698250,5011
28/07/2012,LD02696283,5135
28/07/2012,LD02704425,6288
28/07/2012,LD02698858,6374
28/07/2012,LD02702163,6656
28/07/2012,LD02682481,7591
28/07/2012,LD02704522,7745
28/07/2012,LD02659085,9292
28/07/2012,LD02691852,9633
28/07/2012,LD02696808,12203
28/07/2012,LD02676319,13050
28/07/2012,LD02692561,7265
28/07/2012,LD02694945,10246
28/07/2012,LD02696195,30344
28/07/2012,LD02688645,6465
28/07/2012,LD02675435,6662
28/07/2012,LD02635379,7474
28/07/2012,LD02670944,10093
28/07/2012,LD02695489,12080
28/07/2012,LD02674708,3839
28/07/2012,LD02686403,5507
28/07/2012,LD02598688,10813
28/07/2012,LD02691035,10919
28/07/2012,LD02675437,10266
28/07/2012,LD02687407,6066
28/07/2012,LD02681671,8948
28/07/2012,LD02699051,12537
28/07/2012,LD02427632,20312
28/07/2012,LD02680305,7344
28/07/2012,LD02682908,7885
28/07/2012,LD02681717,10544
28/07/2012,LD02654115,20046
28/07/2012,LD02686840,8662
28/07/2012,LD02702871,3967
28/07/2012,LD02659985,10215
28/07/2012,LD02701371,6791
28/07/2012,LD02627074,8160
28/07/2012,LD02674128,2843
28/07/2012,LD02682017,5523
28/07/2012,LD02699912,6530
28/07/2012,LD02674071,14394
28/07/2012,LD02700667,14739
28/07/2012,LD02672735,4849
28/07/2012,LD02698590,7008
28/07/2012,LD02704368,7114
28/07/2012,LD02627329,7530
28/07/2012,LD02678405,7984
28/07/2012,LD02696260,4830
28/07/2012,LD02705180,5140
28/07/2012,LD02642336,5702
28/07/2012,LD02687583,6945
28/07/2012,LD02701488,8785
28/07/2012,LD02674217,9287
28/07/2012,LD02689785,4436
28/07/2012,LD02665070,5498
28/07/2012,LD02622014,5771
28/07/2012,LD02668673,6707
28/07/2012,LD02701877,6984
28/07/2012,LD02698183,7014
28/07/2012,LD02694766,7572
28/07/2012,LD02701187,8491
28/07/2012,LD02684557,8518
28/07/2012,LD02698690,10599
28/07/2012,LD02677036,11703
28/07/2012,LD02678573,11710
28/07/2012,LD02705388,3964
28/07/2012,LD02392530,4805
28/07/2012,LD02681559,6043
28/07/2012,LD02705167,6104
28/07/2012,LD02702873,6397
28/07/2012,LD02687125,6950
28/07/2012,LD02694911,7141
28/07/2012,LD02681650,8179
28/07/2012,LD02701352,10004
28/07/2012,LD02687143,11334
28/07/2012,LD02682687,11481
28/07/2012,LD02700552,3081
28/07/2012,LD02656194,3296
28/07/2012,LD02656343,3903
28/07/2012,LD02700566,5001
28/07/2012,LD02695601,5133
28/07/2012,LD02673469,5472
28/07/2012,LD02690325,5559
28/07/2012,LD02704515,5727
28/07/2012,LD02700779,6165
28/07/2012,LD02698204,6690
28/07/2012,LD02702875,6862
28/07/2012,LD02654869,7079
28/07/2012,LD02673336,7236
28/07/2012,LD02703950,7339
28/07/2012,LD02677144,7357
28/07/2012,LD02667554,9802
28/07/2012,LD02691161,9834
28/07/2012,LD02689347,10937
28/07/2012,LD02695485,11795
28/07/2012,LD02658560,23102
28/07/2012,LD02660443,3124
28/07/2012,LD02698589,3338
28/07/2012,LD02702704,4003
28/07/2012,LD02674565,4020
28/07/2012,LD02698485,4054
28/07/2012,LD02686355,4114
28/07/2012,LD02670717,4129
28/07/2012,LD02670600,4267
28/07/2012,LD02695504,4273
28/07/2012,LD02696149,4475
28/07/2012,LD02698136,4510
28/07/2012,LD02692643,4652
28/07/2012,LD02705875,4722
28/07/2012,LD02686622,4914
28/07/2012,LD02691646,5015
28/07/2012,LD02691989,5118
28/07/2012,LD02652382,5179
28/07/2012,LD02704347,5256
28/07/2012,LD02661848,5336
28/07/2012,LD02698211,5363
28/07/2012,LD02705249,5394
28/07/2012,LD02705374,5482
28/07/2012,LD02700686,5530
28/07/2012,LD02704163,5660
28/07/2012,LD02702981,5722
28/07/2012,LD02676409,5805
28/07/2012,LD02590319,5814
28/07/2012,LD02699894,5882
28/07/2012,LD02700816,5899
28/07/2012,LD02704308,5899
28/07/2012,LD02677145,5901
28/07/2012,LD02689212,5914
28/07/2012,LD02695771,6049
28/07/2012,LD02678619,6139
28/07/2012,LD02673422,6200
28/07/2012,LD02679063,6211
28/07/2012,LD02666433,6219
28/07/2012,LD02667524,6267
28/07/2012,LD02676441,6348
28/07/2012,LD02685808,6514
28/07/2012,LD02697819,6560
28/07/2012,LD02696377,6580
28/07/2012,LD02704473,6628
28/07/2012,LD02689746,6732
28/07/2012,LD02654239,6813
28/07/2012,LD02693949,6885
28/07/2012,LD02658839,7067
28/07/2012,LD02695427,7452
28/07/2012,LD02703951,7649
28/07/2012,LD02694895,7769
28/07/2012,LD02698563,7965
28/07/2012,LD02694644,7996
28/07/2012,LD02689299,8175
28/07/2012,LD02664807,8339
28/07/2012,LD02700791,8467
28/07/2012,LD02670481,8737
28/07/2012,LD02660988,8817
28/07/2012,LD02664636,9325
28/07/2012,LD02461097,9980
28/07/2012,LD02665681,9989
28/07/2012,LD02674614,10830
28/07/2012,LD02675729,12474
28/07/2012,LD02700189,13532
28/07/2012,LD02693944,14815
28/07/2012,LD02696136,15031
28/07/2012,LD02664053,15774
28/07/2012,LD02678446,15792
28/07/2012,LD02704541,16198
28/07/2012,LD02698884,17984
28/07/2012,LD02699919,3967
28/07/2012,LD02698265,4076
28/07/2012,LD02691848,4226
28/07/2012,LD02589516,4432
28/07/2012,LD02686279,4593
28/07/2012,LD02660367,4670
28/07/2012,LD02694366,4724
28/07/2012,LD02672970,4747
28/07/2012,LD02681399,4817
28/07/2012,LD02705384,4871
28/07/2012,LD02641363,4941
28/07/2012,LD02699017,4960
28/07/2012,LD02664953,5073
28/07/2012,LD02686288,5129
28/07/2012,LD02686057,5148
28/07/2012,LD02665674,5312
28/07/2012,LD02697860,5414
28/07/2012,LD02686447,5505
28/07/2012,LD02678583,5795
28/07/2012,LD02689336,6105
28/07/2012,LD02681816,6526
28/07/2012,LD02674743,6530
28/07/2012,LD02666008,6545
28/07/2012,LD02672898,6551
28/07/2012,LD02656196,6596
28/07/2012,LD02692580,6627
28/07/2012,LD02678424,7971
28/07/2012,LD02665389,8746
28/07/2012,LD02624385,9948
28/07/2012,LD02656188,10407
28/07/2012,LD02667731,11632
28/07/2012,LD02660390,11995
28/07/2012,LD02659890,15463
28/07/2012,LD02698886,17971
28/07/2012,LD02700464,4399
28/07/2012,LD02675003,5129
28/07/2012,LD02663241,4029
28/07/2012,LD02696410,4182
28/07/2012,LD02665326,5098
28/07/2012,LD02661718,6261
28/07/2012,LD02684602,1795
28/07/2012,LD02682995,4253
28/07/2012,LD02684646,1972
28/07/2012,LD02684770,2399
28/07/2012,LD02684739,2491
28/07/2012,LD02686799,2586
28/07/2012,LD01762743,3556
28/07/2012,LD02702810,4259
28/07/2012,LD02696275,4362
28/07/2012,LD02673984,4475
28/07/2012,LD02667545,4990
28/07/2012,LD02701969,4990
28/07/2012,LD02674235,5391
28/07/2012,LD02695796,7173
28/07/2012,LD02670272,2618
28/07/2012,LD02660427,2857
28/07/2012,LD02665658,2942
28/07/2012,LD02684582,3036
28/07/2012,LD02698913,3213
28/07/2012,LD02694506,3378
28/07/2012,LD02691703,3418
28/07/2012,LD02661685,3636
28/07/2012,LD02652935,3945
28/07/2012,LD02686289,3969
28/07/2012,LD02674125,3978
28/07/2012,LD02665388,3985
28/07/2012,LD02675024,3985
28/07/2012,LD02700261,4045
28/07/2012,LD02679146,4111
28/07/2012,LD02705092,4180
28/07/2012,LD02652744,4328
28/07/2012,LD02675004,4363
28/07/2012,LD02677767,4377
28/07/2012,LD02681639,4460
28/07/2012,LD02670383,4493
28/07/2012,LD02690331,4544
28/07/2012,LD02677714,4650
28/07/2012,LD02655494,4691
28/07/2012,LD02701540,4887
28/07/2012,LD02665386,4928
28/07/2012,LD02673440,4964
28/07/2012,LD02692202,5016
28/07/2012,LD02696534,5033
28/07/2012,LD02690235,5048
28/07/2012,LD02675450,5282
28/07/2012,LD02681675,5330
28/07/2012,LD02677766,5331
28/07/2012,LD02692109,5451
28/07/2012,LD02679132,5513
28/07/2012,LD02665429,5530
28/07/2012,LD02676360,5641
28/07/2012,LD02689263,5705
28/07/2012,LD02700644,5797
28/07/2012,LD02688091,5962
28/07/2012,LD02702106,6375
28/07/2012,LD02679117,7977
28/07/2012,LD02683819,3388
28/07/2012,LD02700584,7074
28/07/2012,LD02705799,4346
28/07/2012,LD02683644,2937
28/07/2012,LD02704581,3094
28/07/2012,LD02660653,3994
28/07/2012,LD02671158,4128
28/07/2012,LD02705076,4332
28/07/2012,LD02681851,2877
28/07/2012,LD02692051,4517
28/07/2012,LD02671105,4042
28/07/2012,LD02680088,4683
28/07/2012,LD02704916,2173
28/07/2012,LD02703011,2205
28/07/2012,LD02670142,2333
28/07/2012,LD02655164,2353
28/07/2012,LD02659977,2399
28/07/2012,LD02683536,2821
28/07/2012,LD02705770,2983
28/07/2012,LD02686015,3050
28/07/2012,LD02655593,3232
28/07/2012,LD02678896,3333
28/07/2012,LD02667698,3645
28/07/2012,LD02670298,3703
28/07/2012,LD02687844,3743
28/07/2012,LD02593341,3809
28/07/2012,LD02681934,4095
28/07/2012,LD02695148,4259
28/07/2012,LD02676889,4307
28/07/2012,LD02678892,4505
28/07/2012,LD02651972,4506
28/07/2012,LD02705586,4526
28/07/2012,LD02677733,4574
28/07/2012,LD02692619,4715
28/07/2012,LD02696414,4800
28/07/2012,LD02681874,4988
28/07/2012,LD02683512,5145
28/07/2012,LD02680655,5170
28/07/2012,LD02399440,5362
28/07/2012,LD02698131,5513
28/07/2012,LD02703154,3615
28/07/2012,LD02654292,4676
28/07/2012,LD02703973,2798
28/07/2012,LD02663318,2961
28/07/2012,LD02690264,4950
28/07/2012,LD02654466,5008
28/07/2012,LD02663180,2654
28/07/2012,LD02680906,2741
28/07/2012,LD02677001,3060
28/07/2012,LD02687548,4172
28/07/2012,LD02676231,4190
28/07/2012,LD02683044,2377
28/07/2012,LD02679483,2446
28/07/2012,LD02691532,2614
28/07/2012,LD02694102,2614
28/07/2012,LD02696141,2662
28/07/2012,LD02702794,2742
28/07/2012,LD02670885,2847
28/07/2012,LD02676584,3257
28/07/2012,LD02681921,3514
28/07/2012,LD02705798,4271
28/07/2012,LD02695960,4289
28/07/2012,LD02695834,4394
28/07/2012,LD02690062,3123
28/07/2012,LD02686548,3566
28/07/2012,LD02654476,4399
28/07/2012,LD02682736,2207
28/07/2012,LD02645253,3380
28/07/2012,LD02687535,4579
28/07/2012,LD02695202,4916
28/07/2012,LD02654343,5903
28/07/2012,LD02697689,1864
28/07/2012,LD02673311,2437
28/07/2012,LD02681056,2467
28/07/2012,LD02652777,2616
28/07/2012,LD02651559,2631
28/07/2012,LD02688530,2665
28/07/2012,LD02704082,2666
28/07/2012,LD02704562,2935
28/07/2012,LD02690222,2990
28/07/2012,LD02672548,2993
28/07/2012,LD02645816,3008
28/07/2012,LD02698277,3041
28/07/2012,LD02673313,3165
28/07/2012,LD02692625,3496
28/07/2012,LD02692918,1516
28/07/2012,LD02655735,1776
28/07/2012,LD02704612,1929
28/07/2012,LD02679568,2004
28/07/2012,LD02704841,2110
28/07/2012,LD02673958,2318
28/07/2012,LD02680097,2385
28/07/2012,LD02540603,2497
28/07/2012,LD02698177,2594
28/07/2012,LD02670736,2635
28/07/2012,LD02688227,2663
28/07/2012,LD02644717,2703
28/07/2012,LD02704044,2741
28/07/2012,LD02687875,2908
28/07/2012,LD02705060,2908
28/07/2012,LD02702078,2987
28/07/2012,LD02695656,3066
28/07/2012,LD02654496,3177
28/07/2012,LD02679097,3228
28/07/2012,LD02680928,3237
28/07/2012,LD02702077,3238
28/07/2012,LD02700894,3333
28/07/2012,LD02700142,3345
28/07/2012,LD02682217,3748
28/07/2012,LD02626946,3800
28/07/2012,LD02677553,4032
28/07/2012,LD02681314,4466
28/07/2012,LD02694452,4481
28/07/2012,LD02645815,4758
28/07/2012,LD02698998,1625
28/07/2012,LD02696650,1638
28/07/2012,LD02680492,1674
28/07/2012,LD02694702,1715
28/07/2012,LD02697651,1755
28/07/2012,LD02661890,1840
28/07/2012,LD02687070,1892
28/07/2012,LD02683405,1954
28/07/2012,LD02653055,2002
28/07/2012,LD02671495,2065
28/07/2012,LD02704898,2094
28/07/2012,LD02696131,2173
28/07/2012,LD02652267,2182
28/07/2012,LD02673409,2188
28/07/2012,LD02672033,2196
28/07/2012,LD02596818,2283
28/07/2012,LD02668763,2311
28/07/2012,LD02704086,2326
28/07/2012,LD02665477,2371
28/07/2012,LD02694729,2371
28/07/2012,LD02686431,2374
28/07/2012,LD02679551,2378
28/07/2012,LD02652867,2381
28/07/2012,LD02683402,2392
28/07/2012,LD02692118,2394
28/07/2012,LD02661644,2405
28/07/2012,LD02660003,2447
28/07/2012,LD02681616,2453
28/07/2012,LD02683212,2511
28/07/2012,LD02670326,2545
28/07/2012,LD02705596,2548
28/07/2012,LD02672538,2567
28/07/2012,LD02684992,2572
28/07/2012,LD02686319,2594
28/07/2012,LD02614666,2598
28/07/2012,LD02651839,2666
28/07/2012,LD02705110,2687
28/07/2012,LD02661351,2738
28/07/2012,LD02694712,2749
28/07/2012,LD02700293,2769
28/07/2012,LD02704765,2784
28/07/2012,LD02702978,2793
28/07/2012,LD02644699,2833
28/07/2012,LD02685624,2846
28/07/2012,LD02704321,2851
28/07/2012,LD02686427,2894
28/07/2012,LD02687204,2928
28/07/2012,LD02651410,2974
28/07/2012,LD02651583,2975
28/07/2012,LD02663590,3006
28/07/2012,LD02694680,3044
28/07/2012,LD02681307,3065
28/07/2012,LD02674184,3068
28/07/2012,LD02691082,3085
28/07/2012,LD02652336,3092
28/07/2012,LD02688115,3106
28/07/2012,LD02702922,3116
28/07/2012,LD02670391,3127
28/07/2012,LD02699156,3164
28/07/2012,LD02694725,3188
28/07/2012,LD02678797,3207
28/07/2012,LD02589118,3268
28/07/2012,LD02697114,3388
28/07/2012,LD02675306,3392
28/07/2012,LD02626920,3393
28/07/2012,LD02685291,3458
28/07/2012,LD02692916,3463
28/07/2012,LD02679635,3507
28/07/2012,LD02681786,3540
28/07/2012,LD02678715,3562
28/07/2012,LD02686546,3606
28/07/2012,LD02687084,3685
28/07/2012,LD02675269,3720
28/07/2012,LD02697484,3725
28/07/2012,LD02697533,3726
28/07/2012,LD02697532,3849
28/07/2012,LD02687582,3947
28/07/2012,LD02676554,4001
28/07/2012,LD02599916,4054
28/07/2012,LD02645542,4403
28/07/2012,LD02677543,4451
28/07/2012,LD02644446,4736
28/07/2012,LD02705653,4816
28/07/2012,LD02644988,4858
28/07/2012,LD02692835,1924
28/07/2012,LD02704878,4223
28/07/2012,LD02661747,2815
28/07/2012,LD02672815,3381
28/07/2012,LD02688181,2340
28/07/2012,LD02705963,2593
28/07/2012,LD02691130,3939
28/07/2012,LD02652684,1901
28/07/2012,LD02666263,2093
28/07/2012,LD02667027,2238
28/07/2012,LD02702686,2367
28/07/2012,LD02661540,2401
28/07/2012,LD02694591,2596
28/07/2012,LD02688203,2733
28/07/2012,LD02662576,3154
28/07/2012,LD02700161,3294
28/07/2012,LD02695719,3897
28/07/2012,LD02669935,1347
28/07/2012,LD02661826,1372
28/07/2012,LD02696990,1429
28/07/2012,LD02682285,1468
28/07/2012,LD02653006,1894
28/07/2012,LD02651773,2359
28/07/2012,LD02672767,2546
28/07/2012,LD02686880,2706
28/07/2012,LD02693095,2861
28/07/2012,LD02704893,1061
