date,sku,price
06/08/2012,LD02696986,3788
06/08/2012,LD02600367,6511
06/08/2012,LD02632791,7042
06/08/2012,LD02634343,7246
06/08/2012,LD02674457,6169
06/08/2012,LD02709684,6854
06/08/2012,LD02630082,8586
06/08/2012,LD02624489,15817
06/08/2012,LD02616654,6118
06/08/2012,LD02696872,6611
06/08/2012,LD02714343,7306
06/08/2012,LD02672490,9510
06/08/2012,LD02718733,5266
06/08/2012,LD02655083,5683
06/08/2012,LD02708206,7169
06/08/2012,LD02660397,6302
06/08/2012,LD02690302,6438
06/08/2012,LD02701949,7905
06/08/2012,LD02623541,9111
06/08/2012,LD02617726,10180
06/08/2012,LD02671914,11229
06/08/2012,LD02621954,17326
06/08/2012,LD02608008,19772
06/08/2012,LD02674078,6219
06/08/2012,LD02707954,6746
06/08/2012,LD02611874,8421
06/08/2012,LD02718088,9229
06/08/2012,LD02615512,10415
06/08/2012,LD02661698,11819
06/08/2012,LD02698728,14578
06/08/2012,LD02699048,18548
06/08/2012,LD02661285,4743
06/08/2012,LD02624050,7184
06/08/2012,LD02643810,7826
06/08/2012,LD02608074,8033
06/08/2012,LD02706920,9566
06/08/2012,LD02660396,5615
06/08/2012,LD02622115,6749
06/08/2012,LD02701961,6824
06/08/2012,LD02618681,10664
06/08/2012,LD02683930,12367
06/08/2012,LD02623932,15131
06/08/2012,LD02674128,2843
06/08/2012,LD02641753,5184
06/08/2012,LD02677234,6938
06/08/2012,LD02653758,8190
06/08/2012,LD02608614,8235
06/08/2012,LD02700790,9264
06/08/2012,LD02683861,10099
06/08/2012,LD02700743,10927
06/08/2012,LD02615658,12120
06/08/2012,LD02684538,13491
06/08/2012,LD02713114,4583
06/08/2012,LD02650666,4961
06/08/2012,LD02696836,5086
06/08/2012,LD02659285,5510
06/08/2012,LD02702543,6189
06/08/2012,LD02603191,6485
06/08/2012,LD00949074,7481
06/08/2012,LD02706911,8400
06/08/2012,LD02717786,10449
06/08/2012,LD02655956,16721
06/08/2012,LD02679831,4074
06/08/2012,LD02609544,4763
06/08/2012,LD02606540,5824
06/08/2012,LD02706109,6047
06/08/2012,LD02702118,7902
06/08/2012,LD02706076,8496
06/08/2012,LD02707139,8872
06/08/2012,LD02708187,10094
06/08/2012,LD02710108,10429
06/08/2012,LD02710254,3178
06/08/2012,LD02676770,3531
06/08/2012,LD02616167,4659
06/08/2012,LD02718682,5608
06/08/2012,LD02689110,6101
06/08/2012,LD02704070,6109
06/08/2012,LD02716169,6300
06/08/2012,LD02667530,6539
06/08/2012,LD02677235,6829
06/08/2012,LD02701877,6984
06/08/2012,LD02696076,7014
06/08/2012,LD02680475,7099
06/08/2012,LD02603190,7473
06/08/2012,LD02682698,7611
06/08/2012,LD02626351,7740
06/08/2012,LD02677036,11703
06/08/2012,LD02615729,4423
06/08/2012,LD02718418,4612
06/08/2012,LD02671829,5122
06/08/2012,LD02700646,5182
06/08/2012,LD02713353,5631
06/08/2012,LD02466755,5675
06/08/2012,LD02609109,6021
06/08/2012,LD02718589,7198
06/08/2012,LD02712573,8276
06/08/2012,LD02676558,9569
06/08/2012,LD02662169,9738
06/08/2012,LD02658572,10205
06/08/2012,LD02588938,10979
06/08/2012,LD02700776,11317
06/08/2012,LD02610934,12719
06/08/2012,LD02712583,3174
06/08/2012,LD02616679,3495
06/08/2012,LD02629220,3773
06/08/2012,LD02628480,3928
06/08/2012,LD02652354,4642
06/08/2012,LD02718663,4702
06/08/2012,LD02619769,4891
06/08/2012,LD02630710,4919
06/08/2012,LD02624405,5032
06/08/2012,LD02701445,5032
06/08/2012,LD02704258,5185
06/08/2012,LD02718417,5185
06/08/2012,LD02610570,5336
06/08/2012,LD02621061,5402
06/08/2012,LD02700800,5756
06/08/2012,LD02718799,5817
06/08/2012,LD02674139,5860
06/08/2012,LD02716656,6423
06/08/2012,LD02618716,6491
06/08/2012,LD02713202,6561
06/08/2012,LD02641100,6700
06/08/2012,LD02697787,6919
06/08/2012,LD02676233,6957
06/08/2012,LD02695997,7270
06/08/2012,LD02708193,7456
06/08/2012,LD02626757,7625
06/08/2012,LD02633820,10319
06/08/2012,LD02608109,3536
06/08/2012,LD02663800,4062
06/08/2012,LD02679169,4080
06/08/2012,LD02604659,4107
06/08/2012,LD02624435,4212
06/08/2012,LD02707127,4287
06/08/2012,LD02631162,4371
06/08/2012,LD02670015,4393
06/08/2012,LD02616029,4417
06/08/2012,LD02713031,4437
06/08/2012,LD02697777,4649
06/08/2012,LD02691214,4684
06/08/2012,LD02718648,4807
06/08/2012,LD02677972,4818
06/08/2012,LD02693938,4826
06/08/2012,LD02678497,4832
06/08/2012,LD02660280,4845
06/08/2012,LD02679846,4885
06/08/2012,LD02650662,4921
06/08/2012,LD02589158,4987
06/08/2012,LD02713890,5008
06/08/2012,LD02662210,5039
06/08/2012,LD02660374,5067
06/08/2012,LD02673761,5098
06/08/2012,LD02691184,5121
06/08/2012,LD02706960,5137
06/08/2012,LD02718449,5197
06/08/2012,LD02718592,5203
06/08/2012,LD02707093,5318
06/08/2012,LD02705249,5394
06/08/2012,LD02708600,5409
06/08/2012,LD02664736,5482
06/08/2012,LD02707050,5578
06/08/2012,LD02691011,5620
06/08/2012,LD02667544,5627
06/08/2012,LD02700704,5660
06/08/2012,LD02706917,5660
06/08/2012,LD02660276,5696
06/08/2012,LD02707012,5701
06/08/2012,LD02713274,5742
06/08/2012,LD02629665,5751
06/08/2012,LD02618390,5762
06/08/2012,LD02714206,5838
06/08/2012,LD02706913,5899
06/08/2012,LD02610458,5916
06/08/2012,LD02706066,5939
06/08/2012,LD02668795,6009
06/08/2012,LD02710750,6032
06/08/2012,LD02669657,6037
06/08/2012,LD02717005,6077
06/08/2012,LD02708522,6112
06/08/2012,LD02715993,6135
06/08/2012,LD02708665,6204
06/08/2012,LD02670043,6258
06/08/2012,LD02631160,6267
06/08/2012,LD02626973,6346
06/08/2012,LD02711969,6374
06/08/2012,LD02598490,6483
06/08/2012,LD02707153,6554
06/08/2012,LD02678141,6642
06/08/2012,LD02706415,6769
06/08/2012,LD02704171,6779
06/08/2012,LD02706882,6779
06/08/2012,LD02707018,6779
06/08/2012,LD02680054,6780
06/08/2012,LD02707160,6834
06/08/2012,LD02698260,6891
06/08/2012,LD02707045,6939
06/08/2012,LD02700669,6947
06/08/2012,LD02630116,6954
06/08/2012,LD02698316,6962
06/08/2012,LD02650994,6969
06/08/2012,LD02630993,7023
06/08/2012,LD02670219,7053
06/08/2012,LD02623553,7313
06/08/2012,LD02700767,7421
06/08/2012,LD02704316,7561
06/08/2012,LD02623732,7599
06/08/2012,LD02613795,7667
06/08/2012,LD02718535,7719
06/08/2012,LD02713180,7819
06/08/2012,LD02700726,7849
06/08/2012,LD02599329,7877
06/08/2012,LD02624556,7929
06/08/2012,LD02670258,7933
06/08/2012,LD02694644,7996
06/08/2012,LD02626173,8048
06/08/2012,LD02630965,8165
06/08/2012,LD02681319,8498
06/08/2012,LD02602309,8514
06/08/2012,LD02681659,8591
06/08/2012,LD02717098,8741
06/08/2012,LD02667728,8778
06/08/2012,LD02603683,8827
06/08/2012,LD02607534,8938
06/08/2012,LD02661046,9509
06/08/2012,LD02602168,9651
06/08/2012,LD02712341,9787
06/08/2012,LD02702467,9855
06/08/2012,LD02591130,10414
06/08/2012,LD02630182,10735
06/08/2012,LD02626184,10773
06/08/2012,LD02630268,10792
06/08/2012,LD02677966,10933
06/08/2012,LD02674815,10990
06/08/2012,LD02700682,11125
06/08/2012,LD02663789,11159
06/08/2012,LD02708486,11377
06/08/2012,LD02702618,11395
06/08/2012,LD02706563,11395
06/08/2012,LD02632819,13816
06/08/2012,LD02664569,14090
06/08/2012,LD02658561,15115
06/08/2012,LD02718017,2908
06/08/2012,LD02600217,3548
06/08/2012,LD02634304,3612
06/08/2012,LD02706170,3684
06/08/2012,LD02707385,3777
06/08/2012,LD02677669,3826
06/08/2012,LD02628614,3968
06/08/2012,LD02662892,3977
06/08/2012,LD02609460,4071
06/08/2012,LD02698265,4076
06/08/2012,LD02707327,4192
06/08/2012,LD02718100,4249
06/08/2012,LD02682724,4396
06/08/2012,LD02661406,4444
06/08/2012,LD02669511,4643
06/08/2012,LD02692673,4670
06/08/2012,LD02694201,4807
06/08/2012,LD02603932,4834
06/08/2012,LD02651164,4896
06/08/2012,LD02686503,5106
06/08/2012,LD02685841,5130
06/08/2012,LD02588895,5135
06/08/2012,LD02681907,5142
06/08/2012,LD02623448,5174
06/08/2012,LD02617604,5207
06/08/2012,LD02660166,5227
06/08/2012,LD02678622,5335
06/08/2012,LD02674035,5345
06/08/2012,LD02600099,5367
06/08/2012,LD02708676,5410
06/08/2012,LD02716308,5417
06/08/2012,LD02626310,5447
06/08/2012,LD02691190,5617
06/08/2012,LD02705265,5621
06/08/2012,LD02669575,5730
06/08/2012,LD02652530,5769
06/08/2012,LD02660392,5786
06/08/2012,LD02716295,5791
06/08/2012,LD02640735,5805
06/08/2012,LD02626333,5988
06/08/2012,LD02639034,6389
06/08/2012,LD02592902,6596
06/08/2012,LD02702882,6984
06/08/2012,LD02695480,7016
06/08/2012,LD02631287,7048
06/08/2012,LD02686110,7110
06/08/2012,LD02681968,7532
06/08/2012,LD02707843,7546
06/08/2012,LD02681645,7687
06/08/2012,LD02630867,7832
06/08/2012,LD02592899,8086
06/08/2012,LD02694210,8202
06/08/2012,LD02630904,8257
06/08/2012,LD02714220,8537
06/08/2012,LD02623552,9037
06/08/2012,LD02658558,9167
06/08/2012,LD02695445,9285
06/08/2012,LD02665426,9354
06/08/2012,LD02599667,9891
06/08/2012,LD02598386,10194
06/08/2012,LD02673814,11333
06/08/2012,LD02701355,11543
06/08/2012,LD02604045,12118
06/08/2012,LD02681457,5027
06/08/2012,LD02487670,6001
06/08/2012,LD02671867,3856
06/08/2012,LD02700464,4399
06/08/2012,LD02635121,6567
06/08/2012,LD02709641,6714
06/08/2012,LD02621036,3855
06/08/2012,LD02692534,5398
06/08/2012,LD02714414,4940
06/08/2012,LD02678058,3854
06/08/2012,LD02706636,4133
06/08/2012,LD02684603,2206
06/08/2012,LD02600018,3913
06/08/2012,LD02598007,4439
06/08/2012,LD02714656,4721
06/08/2012,LD02642099,4761
06/08/2012,LD02665398,5413
06/08/2012,LD02717300,6299
06/08/2012,LD02674984,9816
06/08/2012,LD02684806,1947
06/08/2012,LD02623439,3042
06/08/2012,LD02598913,3201
06/08/2012,LD02623323,3357
06/08/2012,LD02714241,3495
06/08/2012,LD02702021,3649
06/08/2012,LD02717463,4552
06/08/2012,LD02680704,4612
06/08/2012,LD02682743,4838
06/08/2012,LD02601937,4882
06/08/2012,LD02710644,5742
06/08/2012,LD02606692,6723
06/08/2012,LD02624497,6963
06/08/2012,LD02601078,7216
06/08/2012,LD02674597,9772
06/08/2012,LD02684601,2083
06/08/2012,LD02672931,2566
06/08/2012,LD02687068,3047
06/08/2012,LD02607626,3074
06/08/2012,LD02684576,3168
06/08/2012,LD02673578,3205
06/08/2012,LD02671730,3327
06/08/2012,LD02618601,3414
06/08/2012,LD02594261,3636
06/08/2012,LD02677690,3652
06/08/2012,LD02711859,3828
06/08/2012,LD02629233,3839
06/08/2012,LD02613896,4009
06/08/2012,LD02686808,4037
06/08/2012,LD02638547,4056
06/08/2012,LD02670710,4094
06/08/2012,LD02695676,4096
06/08/2012,LD02696490,4134
06/08/2012,LD02702583,4181
06/08/2012,LD02597336,4291
06/08/2012,LD02716179,4355
06/08/2012,LD02695042,4465
06/08/2012,LD02611867,4545
06/08/2012,LD02705109,4552
06/08/2012,LD02670546,4558
06/08/2012,LD02690120,4561
06/08/2012,LD02598831,4603
06/08/2012,LD02609240,4605
06/08/2012,LD02653486,4622
06/08/2012,LD02665438,4646
06/08/2012,LD02629296,4655
06/08/2012,LD02631630,4745
06/08/2012,LD02705558,4765
06/08/2012,LD02708315,4773
06/08/2012,LD02631639,4849
06/08/2012,LD02678053,4871
06/08/2012,LD02701539,4887
06/08/2012,LD02609273,4890
06/08/2012,LD02687055,4950
06/08/2012,LD02675007,5032
06/08/2012,LD02683275,5056
06/08/2012,LD02638646,5143
06/08/2012,LD02677766,5331
06/08/2012,LD02623414,5393
06/08/2012,LD02638054,6739
06/08/2012,LD02681687,6824
06/08/2012,LD02618565,7038
06/08/2012,LD02663199,7415
06/08/2012,LD02607595,8043
06/08/2012,LD02656041,4114
06/08/2012,LD02619352,3744
06/08/2012,LD02499111,4755
06/08/2012,LD02601949,10196
06/08/2012,LD02651355,3600
06/08/2012,LD02663547,9457
06/08/2012,LD02683489,3280
06/08/2012,LD02600398,3328
06/08/2012,LD02638897,3961
06/08/2012,LD02705012,3994
06/08/2012,LD02716894,4390
06/08/2012,LD02710077,4481
06/08/2012,LD02670486,5114
06/08/2012,LD02683687,7123
06/08/2012,LD02609025,2704
06/08/2012,LD02677143,3493
06/08/2012,LD02654775,4211
06/08/2012,LD02715997,2511
06/08/2012,LD02627636,3263
06/08/2012,LD02664991,3500
06/08/2012,LD02666144,3598
06/08/2012,LD02588820,3646
06/08/2012,LD02695633,3768
06/08/2012,LD02591279,5910
06/08/2012,LD02716024,2078
06/08/2012,LD02681092,2452
06/08/2012,LD02709361,2639
06/08/2012,LD02595834,2845
06/08/2012,LD02681860,2856
06/08/2012,LD02588811,2858
06/08/2012,LD02612499,2880
06/08/2012,LD02618853,2952
06/08/2012,LD02684880,3008
06/08/2012,LD02704942,3026
06/08/2012,LD02661121,3031
06/08/2012,LD02658881,3042
06/08/2012,LD02712005,3049
06/08/2012,LD00120638,3138
06/08/2012,LD02618930,3158
06/08/2012,LD02670314,3183
06/08/2012,LD02621177,3228
06/08/2012,LD02621305,3292
06/08/2012,LD02698406,3390
06/08/2012,LD02691604,3478
06/08/2012,LD02681941,3489
06/08/2012,LD02653409,3493
06/08/2012,LD02678889,3542
06/08/2012,LD02716747,3703
06/08/2012,LD02631914,3746
06/08/2012,LD02705575,3777
06/08/2012,LD02618876,3834
06/08/2012,LD02697678,4134
06/08/2012,LD02705788,4147
06/08/2012,LD02635239,4279
06/08/2012,LD02665673,4317
06/08/2012,LD02709276,4365
06/08/2012,LD02597572,4391
06/08/2012,LD02599529,4396
06/08/2012,LD02653294,4469
06/08/2012,LD02695040,4617
06/08/2012,LD02695684,4669
06/08/2012,LD02692619,4715
06/08/2012,LD02591559,4871
06/08/2012,LD02598459,5010
06/08/2012,LD02673271,5018
06/08/2012,LD02670669,5030
06/08/2012,LD02602853,5458
06/08/2012,LD02599058,5610
06/08/2012,LD02697402,5804
06/08/2012,LD02606021,5975
06/08/2012,LD02635176,5996
06/08/2012,LD02593093,6022
06/08/2012,LD02714857,6040
06/08/2012,LD02700622,6111
06/08/2012,LD02712224,6121
06/08/2012,LD02600764,6543
06/08/2012,LD02715034,6672
06/08/2012,LD02717141,4510
06/08/2012,LD02597139,4827
06/08/2012,LD02692950,5334
06/08/2012,LD02614678,2975
06/08/2012,LD02667258,3380
06/08/2012,LD02654401,4440
06/08/2012,LD02654777,4497
06/08/2012,LD02571547,6671
06/08/2012,LD02588025,8510
06/08/2012,LD02595366,9938
06/08/2012,LD02709854,1882
06/08/2012,LD02589221,2426
06/08/2012,LD02637568,2446
06/08/2012,LD02640511,2626
06/08/2012,LD02696091,3088
06/08/2012,LD02578568,3108
06/08/2012,LD02663282,3284
06/08/2012,LD02638355,3512
06/08/2012,LD02691641,3512
06/08/2012,LD02641678,3556
06/08/2012,LD02622588,3599
06/08/2012,LD02621004,4411
06/08/2012,LD02691752,4958
06/08/2012,LD02679255,5136
06/08/2012,LD02716027,1916
06/08/2012,LD02604572,2875
06/08/2012,LD02666747,2937
06/08/2012,LD02655687,3025
06/08/2012,LD02637712,4059
06/08/2012,LD02632192,4196
06/08/2012,LD02677807,5104
06/08/2012,LD02637520,2073
06/08/2012,LD02637838,2083
06/08/2012,LD02608201,2516
06/08/2012,LD02615547,2677
06/08/2012,LD02696014,3215
06/08/2012,LD02705059,3709
06/08/2012,LD02707817,3987
06/08/2012,LD02714524,3987
06/08/2012,LD02709853,4143
06/08/2012,LD02654343,5903
06/08/2012,LD02716356,1484
06/08/2012,LD02622750,1956
06/08/2012,LD02638277,2232
06/08/2012,LD02678692,2233
06/08/2012,LD02623664,2266
06/08/2012,LD02624323,2271
06/08/2012,LD02635134,2329
06/08/2012,LD02624321,2481
06/08/2012,LD02617890,2666
06/08/2012,LD02653333,2755
06/08/2012,LD02607113,2841
06/08/2012,LD02615349,3026
06/08/2012,LD02618228,3241
06/08/2012,LD02697126,3497
06/08/2012,LD02632450,3576
06/08/2012,LD02623903,3847
06/08/2012,LD02654948,3988
06/08/2012,LD02679516,3988
06/08/2012,LD02643052,4073
06/08/2012,LD02654463,4415
06/08/2012,LD02602218,4507
06/08/2012,LD02700605,6369
06/08/2012,LD02678886,6895
06/08/2012,LD02638026,1906
06/08/2012,LD02651871,1927
06/08/2012,LD02698574,1939
06/08/2012,LD02618307,1945
06/08/2012,LD02686364,2048
06/08/2012,LD02692749,2182
06/08/2012,LD02611663,2352
06/08/2012,LD02704686,2388
06/08/2012,LD02660896,2427
06/08/2012,LD02702855,2440
06/08/2012,LD02619050,2443
06/08/2012,LD02595810,2669
06/08/2012,LD02602404,2677
06/08/2012,LD02640311,2721
06/08/2012,LD02595740,2741
06/08/2012,LD02661874,2783
06/08/2012,LD02694480,2824
06/08/2012,LD02632285,2947
06/08/2012,LD02710130,2964
06/08/2012,LD02633400,3113
06/08/2012,LD02601326,3162
06/08/2012,LD02595961,3438
06/08/2012,LD02630405,3496
06/08/2012,LD02603776,3713
06/08/2012,LD02658879,3775
06/08/2012,LD02654371,3832
06/08/2012,LD02634085,4021
06/08/2012,LD02677502,4032
06/08/2012,LD02709670,4233
06/08/2012,LD02681776,4450
06/08/2012,LD02717768,5061
06/08/2012,LD02682088,1379
06/08/2012,LD02692951,1555
06/08/2012,LD02716327,1602
06/08/2012,LD02715955,1607
06/08/2012,LD02715941,1630
06/08/2012,LD02677768,1647
06/08/2012,LD02611922,1698
06/08/2012,LD02690228,1735
06/08/2012,LD02688633,1896
06/08/2012,LD02709356,1924
06/08/2012,LD02468808,1933
06/08/2012,LD02684958,1942
06/08/2012,LD02678651,1966
06/08/2012,LD02653496,2033
06/08/2012,LD02595769,2056
06/08/2012,LD02664955,2058
06/08/2012,LD02656320,2075
06/08/2012,LD02605520,2092
06/08/2012,LD02708811,2099
06/08/2012,LD02601996,2119
06/08/2012,LD02661410,2119
06/08/2012,LD02671671,2146
06/08/2012,LD02652693,2161
06/08/2012,LD02622594,2205
06/08/2012,LD02670876,2216
06/08/2012,LD02638380,2225
06/08/2012,LD02638731,2239
06/08/2012,LD02640789,2239
06/08/2012,LD02673208,2259
06/08/2012,LD02661799,2320
06/08/2012,LD02698955,2349
06/08/2012,LD02592443,2369
06/08/2012,LD02690249,2414
06/08/2012,LD02676551,2428
06/08/2012,LD02655599,2430
06/08/2012,LD02638617,2434
06/08/2012,LD02690094,2476
06/08/2012,LD02704097,2502
06/08/2012,LD02599612,2512
06/08/2012,LD02638848,2526
06/08/2012,LD02690231,2548
06/08/2012,LD02600244,2564
06/08/2012,LD02603471,2569
06/08/2012,LD02673926,2570
06/08/2012,LD02642918,2590
06/08/2012,LD02611855,2605
06/08/2012,LD02680856,2610
06/08/2012,LD02604165,2613
06/08/2012,LD02678928,2614
06/08/2012,LD02671747,2616
06/08/2012,LD02710554,2616
06/08/2012,LD02670873,2630
06/08/2012,LD02684873,2633
06/08/2012,LD02652260,2666
06/08/2012,LD02615375,2669
06/08/2012,LD02652244,2680
06/08/2012,LD02666645,2691
06/08/2012,LD02683614,2695
06/08/2012,LD02593542,2715
06/08/2012,LD02655816,2717
06/08/2012,LD02611032,2727
06/08/2012,LD02605015,2733
06/08/2012,LD02654679,2740
06/08/2012,LD02604419,2753
06/08/2012,LD02599832,2771
06/08/2012,LD02683388,2845
06/08/2012,LD02643152,2851
06/08/2012,LD02587394,2856
06/08/2012,LD02661188,2863
06/08/2012,LD02685513,2911
06/08/2012,LD02605056,2924
06/08/2012,LD02606150,2924
06/08/2012,LD02638761,2933
06/08/2012,LD02651410,2950
06/08/2012,LD02709760,2954
06/08/2012,LD02599429,2957
06/08/2012,LD02685014,2988
06/08/2012,LD02635223,2995
06/08/2012,LD02695635,3000
06/08/2012,LD02587768,3018
06/08/2012,LD02705362,3093
06/08/2012,LD02668798,3107
06/08/2012,LD02642895,3144
06/08/2012,LD02653542,3198
06/08/2012,LD02641632,3250
06/08/2012,LD02645810,3250
06/08/2012,LD02638273,3288
06/08/2012,LD02704968,3345
06/08/2012,LD02605710,3362
06/08/2012,LD02709806,3376
06/08/2012,LD02604189,3377
06/08/2012,LD02691650,3449
06/08/2012,LD02709278,3449
06/08/2012,LD02705364,3476
06/08/2012,LD02643018,3487
06/08/2012,LD02711293,3491
06/08/2012,LD02689978,3514
06/08/2012,LD02665461,3564
06/08/2012,LD02686545,3590
06/08/2012,LD02642250,3601
06/08/2012,LD02589062,3624
06/08/2012,LD02600351,3673
06/08/2012,LD02701568,3687
06/08/2012,LD02643180,3700
06/08/2012,LD02604101,3719
06/08/2012,LD02589730,3738
06/08/2012,LD02673268,3822
06/08/2012,LD02636974,3826
06/08/2012,LD02714975,3840
06/08/2012,LD02642518,3965
06/08/2012,LD02638498,4001
06/08/2012,LD02654446,4011
06/08/2012,LD02650686,4378
06/08/2012,LD02715146,4381
06/08/2012,LD02644442,4403
06/08/2012,LD02665181,4409
06/08/2012,LD02658070,4451
06/08/2012,LD02702082,4513
06/08/2012,LD02598844,4532
06/08/2012,LD02637112,4654
06/08/2012,LD02638362,4736
06/08/2012,LD02644713,4736
06/08/2012,LD02587867,4786
06/08/2012,LD02666334,4878
06/08/2012,LD02704785,4888
06/08/2012,LD02714912,5619
06/08/2012,LD02637645,7035
06/08/2012,LD02717075,3516
06/08/2012,LD02622736,1813
06/08/2012,LD02622780,2069
06/08/2012,LD02611968,1892
06/08/2012,LD02708186,1981
06/08/2012,LD02709686,1996
06/08/2012,LD02683434,2404
06/08/2012,LD02687742,2759
06/08/2012,LD02596917,2955
06/08/2012,LD02695194,3235
06/08/2012,LD02686977,1301
06/08/2012,LD02652110,1715
06/08/2012,LD02692365,2196
06/08/2012,LD02602207,2455
06/08/2012,LD02629983,2877
06/08/2012,LD02612935,3344
06/08/2012,LD02672696,3351
06/08/2012,LD02707495,1811
06/08/2012,LD02711804,1876
06/08/2012,LD02653416,1894
06/08/2012,LD02628448,2049
06/08/2012,LD02616894,2110
06/08/2012,LD02707691,2178
06/08/2012,LD02671814,2188
06/08/2012,LD02702639,2262
06/08/2012,LD02597295,2420
06/08/2012,LD02641794,2506
06/08/2012,LD02618290,2584
06/08/2012,LD02628158,3010
06/08/2012,LD02597704,3083
06/08/2012,LD02662659,3105
06/08/2012,LD02611410,1255
06/08/2012,LD02700396,1255
06/08/2012,LD02680304,1260
06/08/2012,LD02712144,1282
06/08/2012,LD02670983,1329
06/08/2012,LD02619949,1435
06/08/2012,LD02651823,1464
06/08/2012,LD02620784,1602
06/08/2012,LD02661830,1666
06/08/2012,LD02670576,1708
06/08/2012,LD02666347,1729
06/08/2012,LD02707724,1778
06/08/2012,LD02700224,1819
06/08/2012,LD02603089,1974
06/08/2012,LD02597124,1993
06/08/2012,LD02597179,1993
06/08/2012,LD02635119,1993
06/08/2012,LD02679261,2047
06/08/2012,LD02663462,2127
06/08/2012,LD02640810,2152
06/08/2012,LD02652292,2177
06/08/2012,LD02620732,2220
06/08/2012,LD02620756,2313
06/08/2012,LD02704868,2317
06/08/2012,LD02602415,2322
06/08/2012,LD02683438,2375
06/08/2012,LD02620763,2553
06/08/2012,LD02620752,2597
06/08/2012,LD02710025,2629
06/08/2012,LD02662822,2648
06/08/2012,LD02620790,2681
06/08/2012,LD02663464,2688
06/08/2012,LD02680977,2695
06/08/2012,LD02707644,2711
06/08/2012,LD02683739,2723
06/08/2012,LD02614852,2746
06/08/2012,LD02709689,2811
06/08/2012,LD02628469,2828
06/08/2012,LD02589227,2906
06/08/2012,LD02651608,2934
06/08/2012,LD02594411,2945
06/08/2012,LD02708357,2964
06/08/2012,LD02695119,3051
06/08/2012,LD02715040,3052
06/08/2012,LD02597804,3164
06/08/2012,LD02671959,3262
06/08/2012,LD02714779,4060
06/08/2012,LD02715025,4326
06/08/2012,LD02623264,1574
06/08/2012,LD02717563,2524
06/08/2012,LD02659159,4963
06/08/2012,LD02710331,1428
06/08/2012,LD02622960,1455
06/08/2012,LD02677461,1763
06/08/2012,LD02658630,1801
06/08/2012,LD02657304,2544
06/08/2012,LD02614714,2800
06/08/2012,LD02637988,1023
06/08/2012,LD02712852,1048
06/08/2012,LD02715581,1498
06/08/2012,LD02678770,1594
06/08/2012,LD02601376,2439
06/08/2012,LD02714355,2947
06/08/2012,LD02636646,1135
06/08/2012,LD02715580,1444
06/08/2012,LD02717255,2136
06/08/2012,LD02625445,2219
06/08/2012,LD02637653,2320
06/08/2012,LD02630546,2348
06/08/2012,LD02717256,2401
06/08/2012,LD02693303,2663
06/08/2012,LD02620491,2989
06/08/2012,LD02638166,1856
06/08/2012,LD02711787,1876
06/08/2012,LD02704702,2044
06/08/2012,LD02636572,2112
06/08/2012,LD02697235,2181
06/08/2012,LD02714356,2402
06/08/2012,LD02705347,2466
06/08/2012,LD02700610,2492
06/08/2012,LD02670660,2586
06/08/2012,LD02700379,2808
06/08/2012,LD02691530,3031
06/08/2012,LD02712483,1211
06/08/2012,LD02629454,1310
06/08/2012,LD02695791,1436
06/08/2012,LD02697888,1674
06/08/2012,LD02716130,1682
06/08/2012,LD02639456,1827
06/08/2012,LD02623788,2221
06/08/2012,LD02692725,2242
06/08/2012,LD02657530,2291
06/08/2012,LD02638228,2302
06/08/2012,LD02696536,2334
06/08/2012,LD02706601,2344
06/08/2012,LD02644134,2502
06/08/2012,LD02669214,2574
06/08/2012,LD02654376,2610
06/08/2012,LD02654314,2709
06/08/2012,LD02623805,2880
06/08/2012,LD02712136,996
06/08/2012,LD02610511,1399
06/08/2012,LD02638018,1400
06/08/2012,LD02687365,1454
06/08/2012,LD02637919,1456
06/08/2012,LD02697221,1516
06/08/2012,LD02623281,1560
06/08/2012,LD02654654,1699
06/08/2012,LD02696952,1703
06/08/2012,LD02498115,1704
06/08/2012,LD02542019,1944
06/08/2012,LD02608864,2024
06/08/2012,LD02644110,2040
06/08/2012,LD02643534,2322
06/08/2012,LD02715649,2418
06/08/2012,LD02678041,2437
06/08/2012,LD02659414,2496
06/08/2012,LD02659516,2658
06/08/2012,LD02686515,2782
06/08/2012,LD02712270,2824
06/08/2012,LD02686508,2954
06/08/2012,LD02637749,928
06/08/2012,LD02651613,1256
06/08/2012,LD02600667,1278
06/08/2012,LD02636809,1342
06/08/2012,LD02632318,1379
06/08/2012,LD02672878,1499
06/08/2012,LD02679299,1724
06/08/2012,LD02705856,1732
06/08/2012,LD02591381,1753
06/08/2012,LD02714678,1863
06/08/2012,LD02711186,1875
06/08/2012,LD02679270,1922
06/08/2012,LD02717543,1923
06/08/2012,LD02610495,1967
06/08/2012,LD02711734,2106
06/08/2012,LD02635066,2134
06/08/2012,LD02707702,2255
06/08/2012,LD02652291,2350
06/08/2012,LD02661008,2429
06/08/2012,LD02659264,2478
06/08/2012,LD02677679,2506
06/08/2012,LD02659459,2560
06/08/2012,LD02665924,2785
06/08/2012,LD02664325,2903
06/08/2012,LD02664104,3301
06/08/2012,LD02710073,919
06/08/2012,LD02690197,952
06/08/2012,LD02595757,1009
06/08/2012,LD02633536,1013
06/08/2012,LD02708373,1048
06/08/2012,LD02705564,1050
06/08/2012,LD02711789,1080
06/08/2012,LD02682922,1139
06/08/2012,LD02678308,1269
06/08/2012,LD02625852,1293
