date,sku,price
11/07/2012,LD02667648,733
11/07/2012,LD02667680,472
11/07/2012,LD02518723,679
11/07/2012,LD02673531,328
11/07/2012,LD02593469,413
11/07/2012,LD02606465,432
11/07/2012,LD02674784,451
11/07/2012,LD02632680,544
11/07/2012,LD02628507,578
11/07/2012,LD02607385,592
11/07/2012,LD02628496,654
11/07/2012,LD02462475,663
11/07/2012,LD02574475,682
12/07/2012,LD02589837,522081
12/07/2012,LD02613752,46317
12/07/2012,LD02621459,67700
12/07/2012,LD02616585,86099
12/07/2012,LD02673017,62588
12/07/2012,LD02592773,115274
12/07/2012,LD02589566,126499
12/07/2012,LD02665182,154528
12/07/2012,LD02672599,73684
12/07/2012,LD02617816,108072
12/07/2012,LD02654991,49369
12/07/2012,LD02593056,200485
12/07/2012,LD02642979,32451
12/07/2012,LD02624278,64464
12/07/2012,LD02655020,31496
12/07/2012,LD02622292,48541
12/07/2012,LD02587691,23509
12/07/2012,LD02599403,31926
12/07/2012,LD02618918,21775
12/07/2012,LD02646279,42780
12/07/2012,LD02655911,22015
12/07/2012,LD02604526,21763
12/07/2012,LD02632846,24240
12/07/2012,LD02662311,45789
12/07/2012,LD02660343,18445
12/07/2012,LD02642050,17812
12/07/2012,LD02594134,18065
12/07/2012,LD02668955,13867
12/07/2012,LD02587524,15249
12/07/2012,LD02646278,18246
12/07/2012,LD02677047,20765
12/07/2012,LD02668106,29812
12/07/2012,LD02655279,14152
12/07/2012,LD02658594,14329
12/07/2012,LD02654182,14935
12/07/2012,LD02659110,15325
12/07/2012,LD02594182,15807
12/07/2012,LD02646259,18074
12/07/2012,LD02642033,18780
12/07/2012,LD02606561,20842
12/07/2012,LD02612731,21028
12/07/2012,LD02669031,22511
12/07/2012,LD02673656,22826
12/07/2012,LD02626327,23752
12/07/2012,LD02603350,25224
12/07/2012,LD02651125,29242
12/07/2012,LD02664595,30686
12/07/2012,LD02664544,33775
12/07/2012,LD02629123,14032
12/07/2012,LD02607968,17813
12/07/2012,LD02588602,19860
12/07/2012,LD02594204,30811
12/07/2012,LD02642296,38064
12/07/2012,LD02664303,14636
12/07/2012,LD02654968,20766
12/07/2012,LD02611030,12670
12/07/2012,LD02589245,17621
12/07/2012,LD02608085,20636
12/07/2012,LD02596716,26625
12/07/2012,LD02592937,14434
12/07/2012,LD02655213,14307
12/07/2012,LD02621340,21687
12/07/2012,LD02597053,23435
12/07/2012,LD02630694,9898
12/07/2012,LD02678002,17630
12/07/2012,LD02646162,13393
12/07/2012,LD02635059,21741
12/07/2012,LD02599715,28724
12/07/2012,LD02632488,8796
12/07/2012,LD02605246,17016
12/07/2012,LD02612279,9993
12/07/2012,LD02608122,29295
12/07/2012,LD02623983,25081
12/07/2012,LD02650596,14295
12/07/2012,LD02608876,15175
12/07/2012,LD02626988,15679
12/07/2012,LD02615298,15756
12/07/2012,LD02587616,11177
12/07/2012,LD02601330,17024
12/07/2012,LD02609354,12703
12/07/2012,LD02588378,21125
12/07/2012,LD02660356,10604
12/07/2012,LD02651191,19008
12/07/2012,LD02676560,11812
12/07/2012,LD02598577,22840
12/07/2012,LD02589843,9535
12/07/2012,LD02603362,9872
12/07/2012,LD02600901,20509
12/07/2012,LD02588356,8462
12/07/2012,LD02677227,9010
12/07/2012,LD02616611,11999
12/07/2012,LD02674407,12036
12/07/2012,LD02595050,12706
12/07/2012,LD02655363,13850
12/07/2012,LD02677324,14631
12/07/2012,LD02608128,16641
12/07/2012,LD02635494,17708
12/07/2012,LD02601806,18335
12/07/2012,LD02628666,8267
12/07/2012,LD02677604,8593
12/07/2012,LD02669993,9358
12/07/2012,LD02592887,10682
12/07/2012,LD02674482,12691
12/07/2012,LD02588559,12927
12/07/2012,LD02589635,13466
12/07/2012,LD02677256,21071
12/07/2012,LD02589721,24240
12/07/2012,LD02667436,24254
12/07/2012,LD02580316,10267
12/07/2012,LD02606534,8972
12/07/2012,LD02621622,16784
12/07/2012,LD02604456,22540
12/07/2012,LD02674296,14223
12/07/2012,LD02628822,31654
12/07/2012,LD02549105,40574
12/07/2012,LD02677287,9419
12/07/2012,LD02668992,9281
12/07/2012,LD02618648,7978
12/07/2012,LD02641825,26388
12/07/2012,LD02604502,8621
12/07/2012,LD02672700,11796
12/07/2012,LD02599082,25103
12/07/2012,LD02632944,7382
12/07/2012,LD02616661,6709
12/07/2012,LD02624481,16067
12/07/2012,LD02601205,9067
12/07/2012,LD02676959,9223
12/07/2012,LD02674153,13694
12/07/2012,LD02602812,19381
12/07/2012,LD02589454,25871
12/07/2012,LD02660522,12350
12/07/2012,LD02598714,20768
12/07/2012,LD02601893,23746
12/07/2012,LD02630803,11606
12/07/2012,LD02614635,13851
12/07/2012,LD01181046,6906
12/07/2012,LD02587406,11500
12/07/2012,LD02678415,8477
12/07/2012,LD02639173,9682
12/07/2012,LD02605223,16831
12/07/2012,LD02677882,8047
12/07/2012,LD02608222,9229
12/07/2012,LD02641070,9419
12/07/2012,LD02673482,9721
12/07/2012,LD02676692,5705
12/07/2012,LD02587560,7070
12/07/2012,LD02594085,10066
12/07/2012,LD02667466,12553
12/07/2012,LD02611109,14261
12/07/2012,LD02608191,8919
12/07/2012,LD02595330,8983
12/07/2012,LD02616605,10942
12/07/2012,LD02608536,12128
12/07/2012,LD02632917,19254
12/07/2012,LD02622435,5944
12/07/2012,LD02667343,5998
12/07/2012,LD02609038,6666
12/07/2012,LD02663834,7020
12/07/2012,LD02608495,7265
12/07/2012,LD02673515,7791
12/07/2012,LD02659105,9498
12/07/2012,LD02603043,9926
12/07/2012,LD02658620,13044
12/07/2012,LD02597750,18948
12/07/2012,LD02677703,5802
12/07/2012,LD02662845,6392
12/07/2012,LD02614113,6543
12/07/2012,LD02676687,6710
12/07/2012,LD02655866,7575
12/07/2012,LD02588601,7798
12/07/2012,LD02677913,7798
12/07/2012,LD02664948,7912
12/07/2012,LD02623737,8340
12/07/2012,LD02664729,8434
12/07/2012,LD02663947,8532
12/07/2012,LD02610612,8975
12/07/2012,LD02610598,9239
12/07/2012,LD02630917,9535
12/07/2012,LD02665141,9955
12/07/2012,LD02674588,10390
12/07/2012,LD02665549,10961
12/07/2012,LD02601971,12353
12/07/2012,LD02605231,13233
12/07/2012,LD02608793,14174
12/07/2012,LD02608130,8856
12/07/2012,LD02643303,8277
12/07/2012,LD02660282,9493
12/07/2012,LD02640055,9820
12/07/2012,LD02668909,6983
12/07/2012,LD02670469,12491
12/07/2012,LD02673697,6444
12/07/2012,LD02600367,6692
12/07/2012,LD02632791,7042
12/07/2012,LD02634343,7246
12/07/2012,LD02654027,2923
12/07/2012,LD02663729,5943
12/07/2012,LD02674457,6116
12/07/2012,LD02601538,14570
12/07/2012,LD02624489,16255
12/07/2012,LD02616654,6357
12/07/2012,LD02677940,25650
12/07/2012,LD02674542,4447
12/07/2012,LD02589456,17242
12/07/2012,LD02668963,5196
12/07/2012,LD02605371,5266
12/07/2012,LD02660397,6302
12/07/2012,LD02623541,9071
12/07/2012,LD02654128,9784
12/07/2012,LD02617726,10413
12/07/2012,LD02671914,11588
12/07/2012,LD02621954,17753
12/07/2012,LD02608008,19772
12/07/2012,LD02674078,6366
12/07/2012,LD02611874,8606
12/07/2012,LD02597459,8625
12/07/2012,LD02615512,11433
12/07/2012,LD02661698,12168
12/07/2012,LD02624050,7243
12/07/2012,LD02643810,7757
12/07/2012,LD02608074,7962
12/07/2012,LD02641140,10471
12/07/2012,LD02660396,5638
12/07/2012,LD02622115,6917
12/07/2012,LD02618681,10939
12/07/2012,LD02674128,2876
12/07/2012,LD02641753,5033
12/07/2012,LD02677234,6702
12/07/2012,LD02668969,7011
12/07/2012,LD02653758,8119
12/07/2012,LD02608614,8317
12/07/2012,LD02615658,12473
12/07/2012,LD02650666,4767
12/07/2012,LD02659285,5486
12/07/2012,LD02664746,5920
12/07/2012,LD02603191,6643
12/07/2012,LD02650970,6729
12/07/2012,LD02674065,6783
12/07/2012,LD02655956,16721
12/07/2012,LD02609544,4885
12/07/2012,LD02654148,6385
12/07/2012,LD02676770,3448
12/07/2012,LD02616167,4128
12/07/2012,LD02668956,4809
12/07/2012,LD02652345,4875
12/07/2012,LD02588570,6353
12/07/2012,LD02610416,6551
12/07/2012,LD02667530,6696
12/07/2012,LD02677235,6770
12/07/2012,LD02603190,7614
12/07/2012,LD02610738,7658
12/07/2012,LD02626351,7831
12/07/2012,LD02678076,14276
12/07/2012,LD02664727,4153
12/07/2012,LD02615729,4592
12/07/2012,LD02671829,5266
12/07/2012,LD02466755,5650
12/07/2012,LD02609109,6021
12/07/2012,LD02660346,8488
12/07/2012,LD02676558,9569
12/07/2012,LD02662169,9964
12/07/2012,LD02658572,11052
12/07/2012,LD02615441,11370
12/07/2012,LD02610934,12993
12/07/2012,LD02674680,3021
12/07/2012,LD02616679,3235
12/07/2012,LD02629220,3773
12/07/2012,LD02628480,3825
12/07/2012,LD02638053,4094
12/07/2012,LD02652354,4642
12/07/2012,LD02591058,4787
12/07/2012,LD02619769,4891
12/07/2012,LD02618652,5163
12/07/2012,LD02610570,5197
12/07/2012,LD02621061,5684
12/07/2012,LD02624405,5734
12/07/2012,LD02630710,5777
12/07/2012,LD02674139,6056
12/07/2012,LD02618716,6652
12/07/2012,LD02641100,6873
12/07/2012,LD02676233,7193
12/07/2012,LD02631632,7381
12/07/2012,LD02626757,7625
12/07/2012,LD02630738,7717
12/07/2012,LD02589117,8188
12/07/2012,LD02633820,10319
12/07/2012,LD02608109,3536
12/07/2012,LD02621400,3729
12/07/2012,LD02601119,3745
12/07/2012,LD02674497,3810
12/07/2012,LD02642329,4051
12/07/2012,LD02663800,4062
12/07/2012,LD02670015,4241
12/07/2012,LD02604659,4246
12/07/2012,LD02635486,4399
12/07/2012,LD02631162,4437
12/07/2012,LD02673910,4477
12/07/2012,LD02616029,4509
12/07/2012,LD02616047,4509
12/07/2012,LD02624435,4620
12/07/2012,LD02610462,4719
12/07/2012,LD02630771,4723
12/07/2012,LD02650662,4751
12/07/2012,LD02573706,4758
12/07/2012,LD02677972,4818
12/07/2012,LD02660280,4845
12/07/2012,LD02589158,5035
12/07/2012,LD02660374,5067
12/07/2012,LD02673761,5098
12/07/2012,LD02662210,5216
12/07/2012,LD02668997,5515
12/07/2012,LD02669591,5624
12/07/2012,LD02607941,5693
12/07/2012,LD02660276,5696
12/07/2012,LD02667544,5703
12/07/2012,LD02635497,5747
12/07/2012,LD02676409,5772
12/07/2012,LD02594540,5801
12/07/2012,LD02610458,5846
12/07/2012,LD02664736,5858
12/07/2012,LD02668795,5983
12/07/2012,LD02653802,5988
12/07/2012,LD02669657,6099
12/07/2012,LD02626973,6165
12/07/2012,LD02630734,6173
12/07/2012,LD02623999,6250
12/07/2012,LD02592771,6296
12/07/2012,LD02668950,6368
12/07/2012,LD02669907,6437
12/07/2012,LD02613556,6531
12/07/2012,LD02677149,6554
12/07/2012,LD02631160,6599
12/07/2012,LD02678141,6642
12/07/2012,LD02598490,6728
12/07/2012,LD02653809,6779
12/07/2012,LD02650994,7218
12/07/2012,LD02623553,7249
12/07/2012,LD02630993,7286
12/07/2012,LD02672690,7354
12/07/2012,LD02623732,7599
12/07/2012,LD02599608,7957
12/07/2012,LD02626173,8048
12/07/2012,LD02608399,8197
12/07/2012,LD02630965,8201
12/07/2012,LD02674522,8321
12/07/2012,LD02664764,8393
12/07/2012,LD02624556,8567
12/07/2012,LD02667728,8778
12/07/2012,LD02593045,9216
12/07/2012,LD02607534,9454
12/07/2012,LD02650631,9522
12/07/2012,LD02661046,9754
12/07/2012,LD02664557,9778
12/07/2012,LD02602168,9901
12/07/2012,LD02655290,9909
12/07/2012,LD02594089,10119
12/07/2012,LD02591130,10278
12/07/2012,LD02610579,10499
12/07/2012,LD02589593,10653
12/07/2012,LD02674152,10682
12/07/2012,LD02677966,10933
12/07/2012,LD02673885,11014
12/07/2012,LD02663911,11149
12/07/2012,LD02663789,11159
12/07/2012,LD02676951,11174
12/07/2012,LD02626184,11409
12/07/2012,LD02674815,11446
12/07/2012,LD02664067,12363
12/07/2012,LD02632819,13797
12/07/2012,LD02664569,14753
12/07/2012,LD02658561,16732
12/07/2012,LD02664721,17170
12/07/2012,LD02677936,19994
12/07/2012,LD02634304,3464
12/07/2012,LD02600217,3628
12/07/2012,LD02677669,3800
12/07/2012,LD02614114,3887
12/07/2012,LD02662892,4015
12/07/2012,LD02628614,4061
12/07/2012,LD02609460,4125
12/07/2012,LD02665644,4192
12/07/2012,LD02619765,4362
12/07/2012,LD02674462,4434
12/07/2012,LD02661406,4591
12/07/2012,LD02669511,4701
12/07/2012,LD02676622,4778
12/07/2012,LD02651164,4890
12/07/2012,LD02603932,5001
12/07/2012,LD02617604,5062
12/07/2012,LD02658449,5126
12/07/2012,LD02660166,5160
12/07/2012,LD02623448,5174
12/07/2012,LD02588895,5202
12/07/2012,LD02674835,5232
12/07/2012,LD02674514,5405
12/07/2012,LD02674035,5456
12/07/2012,LD02600099,5539
12/07/2012,LD02626310,5603
12/07/2012,LD02660392,5786
12/07/2012,LD02669785,5805
12/07/2012,LD02669575,5809
12/07/2012,LD02652530,5991
12/07/2012,LD02640735,6049
12/07/2012,LD02626333,6145
12/07/2012,LD02639034,6555
12/07/2012,LD02608156,6911
12/07/2012,LD02592902,7678
12/07/2012,LD02631287,7854
12/07/2012,LD02592899,7986
12/07/2012,LD02630867,8257
12/07/2012,LD02630904,8257
12/07/2012,LD02623552,9037
12/07/2012,LD02658558,9533
12/07/2012,LD02665426,9598
12/07/2012,LD02599667,10153
12/07/2012,LD02598386,10515
12/07/2012,LD02673706,10900
12/07/2012,LD02630818,11629
12/07/2012,LD02673814,11639
12/07/2012,LD02604045,12511
12/07/2012,LD02671867,3952
12/07/2012,LD02661938,4202
12/07/2012,LD02635121,6567
12/07/2012,LD02621036,4323
12/07/2012,LD02663548,6131
12/07/2012,LD02678058,3854
12/07/2012,LD02600018,3897
12/07/2012,LD02598007,4414
12/07/2012,LD02642099,4761
12/07/2012,LD02665398,5488
12/07/2012,LD02674984,9802
12/07/2012,LD02598913,3012
12/07/2012,LD02623439,3042
12/07/2012,LD02623323,3284
12/07/2012,LD02601937,4861
12/07/2012,LD02624497,6923
12/07/2012,LD02606692,6941
12/07/2012,LD02601078,7216
12/07/2012,LD02674597,10687
12/07/2012,LD02672931,2616
12/07/2012,LD02674961,2857
12/07/2012,LD02673578,3051
12/07/2012,LD02607626,3233
12/07/2012,LD02633626,3249
12/07/2012,LD02588711,3298
12/07/2012,LD02671730,3309
12/07/2012,LD02618601,3503
12/07/2012,LD02677690,3632
12/07/2012,LD02594261,3715
12/07/2012,LD02617589,3766
12/07/2012,LD02617982,3781
12/07/2012,LD02629233,3818
12/07/2012,LD02593883,3963
12/07/2012,LD02613896,4156
12/07/2012,LD02638547,4363
12/07/2012,LD02633970,4364
12/07/2012,LD02609240,4435
12/07/2012,LD02639538,4451
12/07/2012,LD02672893,4452
12/07/2012,LD02653486,4563
12/07/2012,LD02598831,4584
12/07/2012,LD02670546,4607
12/07/2012,LD02670710,4616
12/07/2012,LD02611867,4661
12/07/2012,LD02589711,4710
12/07/2012,LD02631630,4724
12/07/2012,LD02678053,4871
12/07/2012,LD02609273,4890
12/07/2012,LD02667886,4927
12/07/2012,LD02675007,5102
12/07/2012,LD02629296,5117
12/07/2012,LD02638646,5156
12/07/2012,LD02658766,5282
12/07/2012,LD02623414,5393
12/07/2012,LD02593283,6148
12/07/2012,LD02638054,6739
12/07/2012,LD02618565,7038
12/07/2012,LD02663199,7351
12/07/2012,LD02632772,7891
12/07/2012,LD02607595,8497
12/07/2012,LD02604458,8583
12/07/2012,LD02656041,4114
12/07/2012,LD02619352,3744
12/07/2012,LD02499111,4863
12/07/2012,LD02601949,10196
12/07/2012,LD02663547,9930
12/07/2012,LD02600398,3328
12/07/2012,LD02638897,4289
12/07/2012,LD02660733,4568
12/07/2012,LD02595680,4664
12/07/2012,LD02609025,2735
12/07/2012,LD02677143,3493
12/07/2012,LD02624726,5626
12/07/2012,LD02627636,3249
12/07/2012,LD02666144,3594
12/07/2012,LD02664991,3661
12/07/2012,LD02588820,3787
12/07/2012,LD02591279,5797
12/07/2012,LD02676700,2304
12/07/2012,LD02588811,2743
12/07/2012,LD02606964,2776
12/07/2012,LD02612499,2880
12/07/2012,LD02618853,2952
12/07/2012,LD02595834,2983
12/07/2012,LD02635220,3012
12/07/2012,LD02661121,3031
12/07/2012,LD02658881,3042
12/07/2012,LD02624320,3141
12/07/2012,LD02670314,3183
12/07/2012,LD02618930,3184
12/07/2012,LD02589066,3442
12/07/2012,LD02653409,3474
12/07/2012,LD02631914,3746
12/07/2012,LD02618876,3867
12/07/2012,LD02653205,4019
12/07/2012,LD02676895,4147
12/07/2012,LD02635239,4274
12/07/2012,LD02665673,4280
12/07/2012,LD02597572,4391
12/07/2012,LD02599529,4391
12/07/2012,LD02653294,4444
12/07/2012,LD02604855,4782
12/07/2012,LD02591559,4871
12/07/2012,LD02598459,4967
12/07/2012,LD02673271,5012
12/07/2012,LD02609010,5055
12/07/2012,LD02670669,5131
12/07/2012,LD02602853,5458
12/07/2012,LD02599058,5634
12/07/2012,LD02593093,5970
12/07/2012,LD02606021,5975
12/07/2012,LD02635176,5988
12/07/2012,LD02600764,6543
12/07/2012,LD02580600,6629
12/07/2012,LD02654444,4227
12/07/2012,LD02597139,5248
12/07/2012,LD02674124,2442
12/07/2012,LD02668751,2670
12/07/2012,LD02614678,3153
12/07/2012,LD02667258,3673
12/07/2012,LD02637984,3689
12/07/2012,LD02613338,4059
12/07/2012,LD02654401,4415
12/07/2012,LD02571547,6671
12/07/2012,LD02588025,8436
12/07/2012,LD02595366,9938
12/07/2012,LD02635629,1390
12/07/2012,LD02637716,2046
12/07/2012,LD02589221,2416
12/07/2012,LD02637568,2446
12/07/2012,LD02640511,2947
12/07/2012,LD02578568,3183
12/07/2012,LD02664446,3260
12/07/2012,LD02663282,3472
12/07/2012,LD02638355,3612
12/07/2012,LD02622588,3775
12/07/2012,LD02641678,3798
12/07/2012,LD02621004,4199
12/07/2012,LD02629424,2757
12/07/2012,LD02604572,2863
12/07/2012,LD02666747,2937
12/07/2012,LD02655687,3025
12/07/2012,LD02637712,4059
12/07/2012,LD02632192,4179
12/07/2012,LD02677807,5104
12/07/2012,LD02637520,2073
12/07/2012,LD02637838,2083
12/07/2012,LD02608201,2609
12/07/2012,LD02615547,2666
12/07/2012,LD02591797,2935
12/07/2012,LD02621822,3096
12/07/2012,LD02635099,4500
12/07/2012,LD02654343,5852
12/07/2012,LD02622750,2150
12/07/2012,LD02638277,2260
12/07/2012,LD02623664,2266
12/07/2012,LD02624323,2271
12/07/2012,LD02635134,2329
12/07/2012,LD02624321,2481
12/07/2012,LD02638721,2560
12/07/2012,LD02617890,2666
12/07/2012,LD02653333,2755
12/07/2012,LD02615349,3014
12/07/2012,LD02632991,3139
12/07/2012,LD02618228,3237
12/07/2012,LD02654948,3983
12/07/2012,LD02623903,3985
12/07/2012,LD02643052,4315
12/07/2012,LD02654463,4415
12/07/2012,LD02602218,4507
12/07/2012,LD02638026,1906
12/07/2012,LD02602068,1942
12/07/2012,LD02618307,1945
12/07/2012,LD02651871,2033
12/07/2012,LD02651436,2166
12/07/2012,LD02615345,2185
12/07/2012,LD02653386,2201
12/07/2012,LD02660896,2303
12/07/2012,LD02611663,2352
12/07/2012,LD02618848,2405
12/07/2012,LD02665479,2420
12/07/2012,LD02619050,2443
12/07/2012,LD02629415,2560
12/07/2012,LD02631462,2627
12/07/2012,LD02602404,2677
12/07/2012,LD02640311,2721
12/07/2012,LD02661874,2780
12/07/2012,LD02595740,2900
12/07/2012,LD02595810,2931
12/07/2012,LD02632285,2947
12/07/2012,LD02633400,3144
12/07/2012,LD02603996,3169
12/07/2012,LD02588116,3387
12/07/2012,LD02630405,3496
12/07/2012,LD02595961,3581
12/07/2012,LD02661733,3616
12/07/2012,LD02603776,3713
12/07/2012,LD02654371,3832
12/07/2012,LD02658879,3858
12/07/2012,LD02634085,3923
12/07/2012,LD02677502,4462
12/07/2012,LD02610792,4567
12/07/2012,LD02677768,1647
12/07/2012,LD02611922,1712
12/07/2012,LD02607124,2005
12/07/2012,LD02653496,2025
12/07/2012,LD02656320,2073
12/07/2012,LD02605520,2092
12/07/2012,LD02652693,2092
12/07/2012,LD02601996,2119
12/07/2012,LD02595769,2121
12/07/2012,LD02671671,2129
12/07/2012,LD02664955,2164
12/07/2012,LD02595783,2229
12/07/2012,LD02638731,2239
12/07/2012,LD02640789,2239
12/07/2012,LD02673208,2247
12/07/2012,LD02631474,2279
12/07/2012,LD02661799,2320
12/07/2012,LD02638380,2329
12/07/2012,LD02602670,2338
12/07/2012,LD02670876,2346
12/07/2012,LD02671304,2368
12/07/2012,LD02592443,2409
12/07/2012,LD02668737,2413
12/07/2012,LD02661992,2415
12/07/2012,LD02655599,2420
12/07/2012,LD02622594,2466
12/07/2012,LD02605699,2482
12/07/2012,LD02599612,2512
12/07/2012,LD02603471,2538
12/07/2012,LD02673926,2549
12/07/2012,LD02651385,2563
12/07/2012,LD02611855,2584
12/07/2012,LD02593542,2585
12/07/2012,LD02676551,2594
12/07/2012,LD02671747,2605
12/07/2012,LD02604165,2613
12/07/2012,LD02670386,2616
12/07/2012,LD02642918,2633
12/07/2012,LD02654679,2647
12/07/2012,LD02615375,2666
12/07/2012,LD02666645,2677
12/07/2012,LD02652244,2704
12/07/2012,LD02611032,2716
12/07/2012,LD02655816,2717
12/07/2012,LD02604419,2730
12/07/2012,LD02605015,2733
12/07/2012,LD02599832,2749
12/07/2012,LD02652260,2809
12/07/2012,LD02672740,2816
12/07/2012,LD02635280,2843
12/07/2012,LD02587394,2856
12/07/2012,LD02663699,2862
12/07/2012,LD02661188,2863
12/07/2012,LD02638848,2870
12/07/2012,LD02638617,2911
12/07/2012,LD02605056,2924
12/07/2012,LD02606150,2924
12/07/2012,LD02651410,2938
12/07/2012,LD02670873,2950
12/07/2012,LD02599429,2957
12/07/2012,LD02651323,2975
12/07/2012,LD02635223,2995
12/07/2012,LD02635180,3017
12/07/2012,LD02587768,3018
12/07/2012,LD02668798,3082
12/07/2012,LD02596118,3097
12/07/2012,LD02595582,3132
12/07/2012,LD02666959,3154
12/07/2012,LD02601689,3156
12/07/2012,LD02670179,3156
12/07/2012,LD02653542,3185
12/07/2012,LD02642895,3195
12/07/2012,LD02638273,3288
12/07/2012,LD02641632,3349
12/07/2012,LD02645810,3349
12/07/2012,LD02605710,3362
12/07/2012,LD02602741,3405
12/07/2012,LD02666408,3405
12/07/2012,LD02604189,3425
12/07/2012,LD02667419,3493
12/07/2012,LD02665461,3564
12/07/2012,LD02643018,3583
12/07/2012,LD02658748,3629
12/07/2012,LD02589062,3660
12/07/2012,LD02600351,3673
12/07/2012,LD02589106,3677
12/07/2012,LD02604101,3719
12/07/2012,LD02589730,3743
12/07/2012,LD02643180,3801
12/07/2012,LD02673268,3818
12/07/2012,LD02636974,3821
12/07/2012,LD02642250,3915
12/07/2012,LD02654446,4011
12/07/2012,LD02642518,4018
12/07/2012,LD02624697,4073
12/07/2012,LD02658070,4121
12/07/2012,LD02677515,4152
12/07/2012,LD02638498,4267
12/07/2012,LD02644442,4403
12/07/2012,LD02665181,4409
12/07/2012,LD02638362,4493
12/07/2012,LD02598844,4571
12/07/2012,LD02637112,4654
12/07/2012,LD02644713,4695
12/07/2012,LD02606191,4837
12/07/2012,LD02666334,4837
12/07/2012,LD02637645,7035
12/07/2012,LD02663953,7246
12/07/2012,LD02622736,1928
12/07/2012,LD02622780,2148
12/07/2012,LD02599698,3014
12/07/2012,LD02638268,3420
12/07/2012,LD02583767,2459
12/07/2012,LD02596917,3056
12/07/2012,LD02602207,2455
12/07/2012,LD02614424,2696
12/07/2012,LD02629983,2877
12/07/2012,LD02653517,2936
12/07/2012,LD02672696,3337
12/07/2012,LD02612935,3344
12/07/2012,LD02621027,3521
12/07/2012,LD02633553,1380
12/07/2012,LD02676494,1794
12/07/2012,LD02653416,1894
12/07/2012,LD02616894,2000
12/07/2012,LD02628448,2049
12/07/2012,LD02618290,2584
12/07/2012,LD02597295,2603
12/07/2012,LD02641794,2711
12/07/2012,LD02662053,2920
12/07/2012,LD02600262,2955
12/07/2012,LD02582491,2979
12/07/2012,LD02597704,3083
12/07/2012,LD02662659,3105
12/07/2012,LD02628567,1218
12/07/2012,LD02611410,1255
12/07/2012,LD02670983,1340
12/07/2012,LD02619949,1428
12/07/2012,LD02620784,1601
12/07/2012,LD02611957,1607
12/07/2012,LD02597639,1627
12/07/2012,LD02661830,1666
12/07/2012,LD02670576,1721
12/07/2012,LD02620734,1817
12/07/2012,LD02638736,1834
12/07/2012,LD02663399,1836
12/07/2012,LD02590841,1878
12/07/2012,LD02603089,1974
12/07/2012,LD02638320,2036
12/07/2012,LD02601251,2049
12/07/2012,LD02597124,2068
12/07/2012,LD02597179,2068
12/07/2012,LD02635119,2069
12/07/2012,LD02640810,2168
12/07/2012,LD02663462,2192
12/07/2012,LD02620732,2220
12/07/2012,LD02602415,2322
12/07/2012,LD02620756,2322
12/07/2012,LD02652619,2457
12/07/2012,LD02652589,2502
12/07/2012,LD02666091,2505
12/07/2012,LD02620763,2553
12/07/2012,LD02620752,2607
12/07/2012,LD02620790,2677
12/07/2012,LD02662822,2682
12/07/2012,LD02662551,2768
12/07/2012,LD02628469,2824
12/07/2012,LD02655526,2909
12/07/2012,LD02651608,2932
12/07/2012,LD02594411,2945
12/07/2012,LD02663464,2994
12/07/2012,LD02589227,3022
12/07/2012,LD02597804,3160
12/07/2012,LD02671959,3248
12/07/2012,LD02601166,4942
12/07/2012,LD02623264,1568
12/07/2012,LD02628016,1668
12/07/2012,LD02659159,5080
12/07/2012,LD02622960,1575
12/07/2012,LD02677461,1754
12/07/2012,LD02628046,1788
12/07/2012,LD02658630,1801
12/07/2012,LD02657304,2670
12/07/2012,LD02614714,2800
12/07/2012,LD02637988,1023
12/07/2012,LD02635341,1489
12/07/2012,LD02613026,1493
12/07/2012,LD02601376,2498
12/07/2012,LD02606116,4461
12/07/2012,LD02636646,1186
12/07/2012,LD02605745,1260
12/07/2012,LD02627425,1749
12/07/2012,LD02638521,2211
12/07/2012,LD02637653,2320
12/07/2012,LD02630546,2348
12/07/2012,LD02620491,2964
12/07/2012,LD02671770,1214
12/07/2012,LD02622517,1805
12/07/2012,LD02661863,1892
12/07/2012,LD02638166,2067
12/07/2012,LD02636572,2223
12/07/2012,LD02653000,2789
12/07/2012,LD02670660,2940
12/07/2012,LD02664409,1109
12/07/2012,LD02651743,1216
12/07/2012,LD02629454,1310
12/07/2012,LD02667151,1533
12/07/2012,LD02661062,1608
12/07/2012,LD02639456,1888
12/07/2012,LD02652881,2074
12/07/2012,LD02654570,2090
12/07/2012,LD02623788,2160
12/07/2012,LD02638228,2462
12/07/2012,LD02657530,2494
12/07/2012,LD02669214,2615
12/07/2012,LD02644134,2845
12/07/2012,LD02623805,2880
12/07/2012,LD02673909,1125
12/07/2012,LD02652742,1253
12/07/2012,LD02602665,1270
12/07/2012,LD02610511,1399
12/07/2012,LD02638018,1400
12/07/2012,LD02637919,1456
12/07/2012,LD02623281,1560
12/07/2012,LD02602044,1613
12/07/2012,LD02498115,1695
12/07/2012,LD02644110,1796
12/07/2012,LD02542019,1944
12/07/2012,LD02610355,1952
12/07/2012,LD02608864,2240
12/07/2012,LD02660851,2249
12/07/2012,LD02665091,2267
12/07/2012,LD02638100,2279
12/07/2012,LD02678041,2434
12/07/2012,LD02643534,2440
12/07/2012,LD02664922,2610
12/07/2012,LD02638688,3038
12/07/2012,LD02637749,927
12/07/2012,LD02669952,1170
12/07/2012,LD02600667,1315
12/07/2012,LD02636809,1378
